,index,year,country,artist,song,language,final-rank,points
654,654.0,1993, Germany,Munchener Freiheit,Viel zu weit,German,,
655,655.0,1993,  Switzerland,Annie Cotton,Moi tout simplement,French,,
656,656.0,1993, Denmark,Tommy Seebach  Band,Under stjernerne pa himlen,Danish,,
657,657.0,1993, Greece,Katerina Garbi,Ellada hora tou fotos Ellada khora tou photos,Greek,,
658,658.0,1993, Belgium,Barbara Dex,Iemand als jij,Dutch,,
659,659.0,1993, Malta,William Mangion,This Time,English,,
660,660.0,1993, Iceland,Inga,Tha veistu svarid,Icelandic,,
661,661.0,1993, Austria,Tony Wegas ,Maria Magdalena,German,,
662,662.0,1993, Portugal,Anabela,A cidade Ate ser dia,Portuguese,,
663,663.0,1993, France,Patrick Fiori,Mama Corsica,French Corsican,,
664,664.0,1993, Sweden,Arvingarna,Eloise,Swedish,,
665,665.0,1993, Ireland,Niamh Kavanagh,In Your Eyes,English,,
666,666.0,1993, Luxembourg,Modern Times,Donnemoi une chance,French,,
667,667.0,1993, Slovenia,X Band,Tih dezeven dan,Slovene,,
668,668.0,1993, Finland,Katri Helena ,Tule luo,Finnish,,
669,669.0,1993, Bosnia and Herzegovina,Fazla,Sva bol svijeta,Bosnian,,
670,670.0,1993, United Kingdom,Sonia,Better the Devil You Know,English,,
671,671.0,1993, Netherlands,Ruth Jacott,Vrede,Dutch,,
672,672.0,1993, Croatia,Put,Dont Ever Cry,Croatian English,,
673,673.0,1993, Spain,Eva Santamaria,Hombres,Spanish,,
674,674.0,1993, Cyprus,Zymboulakis  Van Beke,Mi stamatas Me stamatas,Greek,,
675,675.0,1993, Israel,Lahakat Shiru,Shiru SHyrv,Hebrew English,,
676,676.0,1993, Norway,Silje Vige,Alle mine tankar,Norwegian,,
677,677.0,1994, Sweden,Marie Bergman  Roger Pontare,Stjarnorna,Swedish,,
678,678.0,1994, Finland,CatCat,Bye Bye Baby,Finnish English,,
679,679.0,1994, Ireland,Paul Harrington  Charlie McGettigan,Rock n Roll Kids,English,,
680,680.0,1994, Cyprus,Evridiki ,Ime anthropos ki ego Eimai anthropos ki ego,Greek,,
681,681.0,1994, Iceland,Sigga,Naetur,Icelandic,,
682,682.0,1994, United Kingdom,Frances Ruffelle,We Will Be Free Lonely Symphony,English,,
683,683.0,1994, Croatia,Tony Cetinski,Nek ti bude ljubav sva,Croatian,,
684,684.0,1994, Portugal,Sara Tavares,Chamar a musica,Portuguese,,
685,685.0,1994,  Switzerland,Duilio,Sto pregando,Italian,,
686,686.0,1994, Estonia,Silvi Vrait,Nagu merelaine,Estonian,,
687,687.0,1994, Romania,Dan Bittman,Dincolo de nori,Romanian,,
688,688.0,1994, Malta,Chris  Moira,More Than Love,English,,
689,689.0,1994, Netherlands,Willeke Alberti,Waar is de zon,Dutch,,
690,690.0,1994, Germany,MeKaDo,Wir geben ne Party,German English,,
691,691.0,1994, Slovakia,Martin Durinda  Tublatanka,Nekonecna piesen,Slovak,,
692,692.0,1994, Lithuania,Ovidijus Vysniauskas,Lopsine mylimai,Lithuanian,,
693,693.0,1994, Norway,Elisabeth Andreassen  Jan Werner Danielsen,Duett,Norwegian,,
694,694.0,1994, Bosnia and Herzegovina,Alma  Dejan,Ostani kraj mene,Bosnian,,
695,695.0,1994, Greece,Kostas Bigalis  The Sea Lovers,To trehandiri Diri diri To trekhanteri Ntiri ntiri,Greek,,
696,696.0,1994, Austria,Petra Frey,Fur den Frieden der Welt,German,,
697,697.0,1994, Spain,Alejandro Abad,Ella no es ella,Spanish,,
698,698.0,1994, Hungary,Friderika,Kinek mondjam el vetkeimet,Hungarian,,
699,699.0,1994, Russia,Youddiph,Vechnyy strannik Vechnyi strannik,Russian,,
700,700.0,1994, Poland,Edyta Gorniak,To nie ja,Polish,,
701,701.0,1994, France,Nina Morato,Je suis un vrai garcon,French,,
702,702.0,1995, Poland,Justyna,Sama,Polish,,
703,703.0,1995, Ireland,Eddie Friel,Dreamin,English,,
704,704.0,1995, Germany,Stone  Stone,Verliebt in Dich,German,,
705,705.0,1995, Bosnia and Herzegovina,Davor Popovic,Dvadeset prvi vijek,Bosnian,,
706,706.0,1995, Norway,Secret Garden,Nocturne,Norwegian,,
707,707.0,1995, Russia,Philipp Kirkorov,Kolybelnaya dlya vulkana Kolybelnaia dlia vulkana,Russian,,
708,708.0,1995, Iceland,Bo Halldorsson,Nuna,Icelandic,,
709,709.0,1995, Austria,Stella Jones,Die Welt dreht sich verkehrt,German,,
710,710.0,1995, Spain,Anabel Conde,Vuelve conmigo,Spanish,,
711,711.0,1995, Turkey,Arzu Ece,Sev,Turkish,,
712,712.0,1995, Croatia,Magazin  Lidija,Nostalgija,Croatian,,
713,713.0,1995, France,Nathalie Santamaria,Il me donne rendezvous,French,,
714,714.0,1995, Hungary,Csaba Szigeti,Uj nev a regi haz falan,Hungarian,,
715,715.0,1995, Belgium,Frederic Etherlinck,La voix est libre,French,,
716,716.0,1995, United Kingdom,Love City Groove,Love City Groove,English,,
717,717.0,1995, Portugal,To Cruz,Baunilha e chocolate,Portuguese,,
718,718.0,1995, Cyprus,Alexandros Panayi,Sti fotia Ste photia,Greek,,
719,719.0,1995, Sweden,Jan Johansen,Se pa mig,Swedish,,
720,720.0,1995, Denmark,Aud Wilken,Fra Mols til Skagen,Danish,,
721,721.0,1995, Slovenia,Darja Svajger,Prisluhni mi,Slovene,,
722,722.0,1995, Israel,Liora,Amen Amn,Hebrew,,
723,723.0,1995, Malta,Mike Spiteri,Keep Me in Mind,English,,
724,724.0,1995, Greece,Elina Konstantopoulou,Pia prosefhi Poia proseukhe,Greek,,
725,725.0,1996, Turkey,Sebnem Paker,Besinci mevsim,Turkish,,
726,726.0,1996, United Kingdom,Gina G,Ooh Aah Just a Little Bit,English,,
727,727.0,1996, Spain,Antonio Carbonell,Ay que deseo,Spanish,,
728,728.0,1996, Portugal,Lucia Moniz,O meu coracao nao tem cor,Portuguese,,
729,729.0,1996, Cyprus,Constantinos Christoforou,Mono yia mas Mono gia mas,Greek,,
730,730.0,1996, Malta,Miriam Christine,In a Womans Heart,English,,
731,731.0,1996, Croatia,Maja Blagdan,Sveta ljubav,Croatian,,
732,732.0,1996, Austria,George Nussbaumer,Weils dr guat got,Vorarlbergish German,,
733,733.0,1996,  Switzerland,Kathy Leander,Mon coeur laime,French,,
734,734.0,1996, Greece,Marianna Efstratiou ,Emis forame to himona anixiatika Emeis phorame to kheimona anoixiatika,Greek,,
735,735.0,1996, Estonia,MaarjaLiis Ilus  Ivo Linna,Kaelakee haal,Estonian,,
736,736.0,1996, Norway,Elisabeth Andreassen ,I evighet,Norwegian,,
737,737.0,1996, France,Dan Ar Braz  LHeritage des Celtes,Diwanit bugale,Breton,,
738,738.0,1996, Slovenia,Regina singer,Dan najlepsih sanj,Slovene,,
739,739.0,1996, Netherlands,Maxine  Franklin Brown,De eerste keer,Dutch,,
740,740.0,1996, Belgium,Lisa del Bo,Liefde is een kaartspel,Dutch,,
741,741.0,1996, Ireland,Eimear Quinn,The Voice,English,,
742,742.0,1996, Finland,Jasmine,Niin kaunis on taivas,Finnish,,
743,743.0,1996, Iceland,Anna Mjoll,Sjubidu,Icelandic,,
744,744.0,1996, Poland,Kasia Kowalska,Chce znac swoj grzech,Polish,,
745,745.0,1996, Bosnia and Herzegovina,Amila Glamocak,Za nasu ljubav,Bosnian,,
746,746.0,1996, Slovakia,Marcel Palonder,Kym nas mas,Slovak,,
747,747.0,1996, Sweden,One More Time,Den vilda,Swedish,,
748,748.0,1997, Cyprus,Hara  Andreas Konstantinou,Mana mou Mana mou,Greek,,
749,749.0,1997, Turkey,Sebnem Paker   Grup Etnic,Dinle,Turkish,,
750,750.0,1997, Norway,Tor Endresen,San Francisco,Norwegian English,,
751,751.0,1997, Austria,Bettina Soriat,One Step,German English,,
752,752.0,1997, Ireland,Marc Roberts,Mysterious Woman,English,,
753,753.0,1997, Slovenia,Tanja Ribic,Zbudi se,Slovene,,
754,754.0,1997,  Switzerland,Barbara Berta,Dentro di me,Italian,,
755,755.0,1997, Netherlands,Mrs Einstein,Niemand heeft nog tijd,Dutch,,
756,756.0,1997, Italy,Jalisse,Fiumi di parole,Italian,,
757,757.0,1997, Spain,Marcos Llunas,Sin rencor,Spanish,,
758,758.0,1997, Germany,Bianca Shomburg,Zeit,German,,
759,759.0,1997, Poland,Anna Maria Jopek,Ale jestem,Polish,,
760,760.0,1997, Estonia,MaarjaLiis Ilus ,Keelatud maa,Estonian,,
761,761.0,1997, Bosnia and Herzegovina,Alma Cardzic ,Goodbye,Bosnian,,
762,762.0,1997, Portugal,Celia Lawson,Antes do adeus,Portuguese,,
763,763.0,1997, Sweden,Blond,Bara hon alskar mig,Swedish,,
764,764.0,1997, Greece,Marianna Zorba,Horepse Khorepse,Greek,,
765,765.0,1997, Malta,Debbie Scerri,Let Me Fly,English,,
766,766.0,1997, Hungary,VIP,Miert kell hogy elmenj,Hungarian,,
767,767.0,1997, Russia,Alla Pugacheva,Primadonna Primadonna,Russian,,
768,768.0,1997, Denmark,Kolig Kaj,Stemmen i mit liv,Danish,,
769,769.0,1997, France,Fanny,Sentiments songes,French,,
770,770.0,1997, Croatia,ENI,Probudi me,Croatian,,
771,771.0,1997, United Kingdom,Katrina  The Waves,Love Shine a Light,English,,
772,772.0,1997, Iceland,Paul Oscar,Minn hinsti dans,Icelandic,,
773,773.0,1998, Croatia,Danijela,Neka mi ne svane,Croatian,,
774,774.0,1998, Greece,Thalassa,Mia krifi evesthisia Mia kruphe euaisthesia,Greek,,
775,775.0,1998, France,Marie Line,Ou aller,French,,
776,776.0,1998, Spain,Mikel Herzog,Que voy a hacer sin ti,Spanish,,
777,777.0,1998,  Switzerland,Gunvor,Lass ihn,German,,
778,778.0,1998, Slovakia,Katarina Hasprova,Modlitba,Slovak,,
779,779.0,1998, Poland,Sixteen,To takie proste,Polish,,
780,780.0,1998, Israel,Dana International,Diva dyvvh,Hebrew,,
781,781.0,1998, Germany,Guildo Horn feat Die Orthopadischen Strumpfe,Guildo hat euch lieb,German,,
782,782.0,1998, Malta,Chiara,The One That I Love,English,,
783,783.0,1998, Hungary,Charlie,A holnap mar nem lesz szomoru,Hungarian,,
784,784.0,1998, Slovenia,Vili Resnik,Naj bogovi slisijo,Slovene,,
785,785.0,1998, Ireland,Dawn Martin,Is Always Over Now,English,,
786,786.0,1998, Portugal,Alma Lusa,Se eu te pudesse abracar,Portuguese,,
787,787.0,1998, Romania,Malina Olinescu,Eu cred,Romanian,,
788,788.0,1998, United Kingdom,Imaani,Where Are You,English,,
789,789.0,1998, Cyprus,Michael Hajiyanni,Genesis Genesis,Greek,,
790,790.0,1998, Netherlands,Edsilia Rombley,Hemel en aarde,Dutch,,
791,791.0,1998, Sweden,Jill Johnson,Karleken ar,Swedish,,
792,792.0,1998, Belgium,Melanie Cohl,Dis oui,French,,
793,793.0,1998, Finland,Edea,Aava,Finnish,,
794,794.0,1998, Norway,Lars A Fredriksen,Alltid sommer,Norwegian,,
795,795.0,1998, Estonia,Koit Toome,Mere lapsed,Estonian,,
796,796.0,1998, Turkey,Tuzmen,Unutamazsin,Turkish,,
797,797.0,1998, Macedonia,Vlado Janevski,Ne zori zoro Ne zori zoro,Macedonian,,
798,798.0,1999, Lithuania,Aiste,Strazdas,Samogitian,,
799,799.0,1999, Belgium,Vanessa Chinitor,Like the Wind,English,,
800,800.0,1999, Spain,Lydia,No quiero escuchar,Spanish,,
801,801.0,1999, Croatia,Doris Dragovic ,Marija Magdalena,Croatian,,
802,802.0,1999, United Kingdom,Precious,Say It Again,English,,
803,803.0,1999, Slovenia,Darja Svajger ,For a Thousand Years,English,,
804,804.0,1999, Turkey,Tugba Onal  Grup Mistik,Don artik,Turkish,,
805,805.0,1999, Norway,Van Eijk,Living My Life Without You,English,,
806,806.0,1999, Denmark,Trine Jepsen  Michael Teschl,This Time I Mean It,English,,
807,807.0,1999, France,Nayah,Je veux donner ma voix,French,,
808,808.0,1999, Netherlands,Marlayne,One Good Reason,English,,
809,809.0,1999, Poland,Mietek Szczesniak,Przytul mnie mocno,Polish,,
810,810.0,1999, Iceland,Selma,All Out of Luck,English,,
811,811.0,1999, Cyprus,Marlain,Thane erotas Thanai erotas,Greek,,
812,812.0,1999, Sweden,Charlotte Nilsson Perrelli,Take Me to Your Heaven,English,,
813,813.0,1999, Portugal,Rui Bandeira,Como tudo comecou,Portuguese,,
814,814.0,1999, Ireland,The Mullans,When You Need Me,English,,
815,815.0,1999, Austria,Bobbie Singer,Reflection,English,,
816,816.0,1999, Israel,Eden,Happy Birthday Yom huledet yvm hvldt,HebrewEnglish,,
817,817.0,1999, Malta,Times Three,Believe n Peace,English,,
818,818.0,1999, Germany,Surpriz,Reise nach Jerusalem  Kuduse seyahat,GermanTurkish,,
819,819.0,1999, Bosnia and Herzegovina,Dino  Beatrice,Putnici,BosnianFrench,,
820,820.0,1999, Estonia,Evelin Samuel  Camille,Diamond of Night,English,,
821,821.0,2000, Israel,PingPong,Sameakh SHmKH,Hebrew English,,
822,822.0,2000, Netherlands,Linda Wagenmakers,No Goodbyes,English,,
823,823.0,2000, United Kingdom,Nicki French,Dont Play That Song Again,English,,
824,824.0,2000, Estonia,Ines,Once in a Lifetime,English,,
825,825.0,2000, France,Sofia Mestari,On aura le ciel,French,,
826,826.0,2000, Romania,Taxi,The Moon,English,,
827,827.0,2000, Malta,Claudette Pace,Desire,English Maltese,,
828,828.0,2000, Norway,Charmed,My Heart Goes Boom,English,,
829,829.0,2000, Russia,Alsou,Solo,English,,
830,830.0,2000, Belgium,Nathalie Sorce,Envie de vivre,French,,
831,831.0,2000, Cyprus,Voice,Nomiza Nomiza,GreekItalian,,
832,832.0,2000, Iceland,August  Telma,Tell Me,English,,
833,833.0,2000, Spain,Serafin Zubiri ,Colgado de un sueno,Spanish,,
834,834.0,2000, Denmark,Olsen Brothers,Fly on the Wings of Love,English,,
835,835.0,2000, Germany,Stefan Raab,Wadde hadde dudde da,GermanEnglish,,
836,836.0,2000,  Switzerland,Jane Bogaert,La vita cose,Italian,,
837,837.0,2000, Croatia,Goran Karan,Kad zaspu andeli,Croatian,,
838,838.0,2000, Sweden,Roger Pontare ,When Spirits Are Calling My Name,English,,
839,839.0,2000, Macedonia,XXL, te ljubam  te ljubam,MacedonianEnglish,,
840,840.0,2000, Finland,Nina Astrom,A Little Bit,English,,
841,841.0,2000, Latvia,Brainstorm,My Star,English,,
842,842.0,2000, Turkey,Pinar Ayhan  The SOS,Yorgunum anla,TurkishEnglish,,
843,843.0,2000, Ireland,Eamonn Toal,Millennium of Love,English,,
844,844.0,2000, Austria,The Rounder Girls,All to You,English,,
845,845.0,2001, Netherlands,Michelle Courtens,Out On My Own,English,,
846,846.0,2001, Iceland,Two Tricky,Angel,English,,
847,847.0,2001, Bosnia and Herzegovina,Nino Prses,Hano,BosnianEnglish,,
848,848.0,2001, Norway,Haldor Laegreid,On My Own,English,,
849,849.0,2001, Israel,Tal Sondak,En davar Ayn dbr,Hebrew,,
850,850.0,2001, Russia,Mumiy Troll,Lady Alpine Blue,English,,
851,851.0,2001, Sweden,Friends,Listen to Your Heartbeat,English,,
852,852.0,2001, Lithuania,Skamp,You Got Style,EnglishLithuanian,,
853,853.0,2001, Latvia,Arnis Mednis,Too Much,English,,
854,854.0,2001, Croatia,Vanna,Strings of My Heart,English,,
855,855.0,2001, Portugal,MTM,So sei ser feliz assim,Portuguese,,
856,856.0,2001, Ireland,Gary OShaughnessy,Without Your Love,English,,
857,857.0,2001, Spain,David Civera,Dile que la quiero,Spanish,,
858,858.0,2001, France,Natasha StPier,Je nai que mon ame,FrenchEnglish,,
859,859.0,2001, Turkey,Sedat Yuce,Sevgiliye son,TurkishEnglish,,
860,860.0,2001, United Kingdom,Lindsay Dracass,No Dream Impossible,English,,
861,861.0,2001, Slovenia,Nusa Derenda,Energy,English,,
862,862.0,2001, Poland,Piasek, Long,English,,
863,863.0,2001, Germany,Michelle,Wer Liebe lebt,GermanEnglish,,
864,864.0,2001, Estonia,Tanel Padar Dave Benton  XL,Everybody,English,,
865,865.0,2001, Malta,Fabrizio Faniello,Another Summer Night,English,,
866,866.0,2001, Greece,Antique,I Would Die for You,GreekEnglish,,
867,867.0,2001, Denmark,Rollo  King,Never Ever Let You Go,English,,
868,868.0,2002, Cyprus,One,Gimme,English,,
869,869.0,2002, United Kingdom,Jessica Garlick,Come Back,English,,
870,870.0,2002, Austria,Manuel Ortega,Say a Word,English,,
871,871.0,2002, Greece,Michalis Rakintzis,SAGAPO,English,,
872,872.0,2002, Spain,Rosa,Europes Living a Celebration,Spanish,,
873,873.0,2002, Croatia,Vesna Pisarovic,Everything I Want,English,,
874,874.0,2002, Russia,Prime Minister,Northern Girl,English,,
875,875.0,2002, Estonia,Sahlene,Runaway,English,,
876,876.0,2002, Macedonia,Karolina,Od nas zavisi Od nas zavisi,Macedonian,,
877,877.0,2002, Israel,Sarit Hadad,Light a Candle Nadlik beyakhad ner ndlyq byKHd nr,HebrewEnglish,,
878,878.0,2002,  Switzerland,Francine Jordi,Dans le jardin de mon ame,French,,
879,879.0,2002, Sweden,AfroDite,Never Let It Go,English,,
880,880.0,2002, Finland,Laura,Addicted to You,English,,
881,881.0,2002, Denmark,Malene,Tell Me Who You Are,English,,
882,882.0,2002, Bosnia and Herzegovina,Maja Tatic,Na jastuku za dvoje Na jastuku za dvoje,SerbianEnglish,,
883,883.0,2002, Belgium,Sergio  The Ladies,Sister,English,,
884,884.0,2002, France,Sandrine Francois,Il faut du temps Je me battrai pour ca,French,,
885,885.0,2002, Germany,Corinna May,I Cant Live Without Music,English,,
886,886.0,2002, Turkey,Buket Bengisu  Grup Safir,Leylaklar soldu kalbinde,TurkishEnglish,,
887,887.0,2002, Malta,Ira Losco,th Wonder,English,,
888,888.0,2002, Romania,Monica Anghel  Marcel Pavel,Tell Me Why,English,,
889,889.0,2002, Slovenia,Sestre,Samo ljubezen,Slovene,,
890,890.0,2002, Latvia,Marie N,I Wanna,English,,
891,891.0,2002, Lithuania,Aivaras,Happy You,English,,
892,892.0,2003, Iceland,Birgitta,Open Your Heart,English,,
893,893.0,2003, Austria,Alf Poier,Weil der Mensch zahlt,Styrian German,,
894,894.0,2003, Ireland,Mickey Harte,Weve Got the World,English,,
895,895.0,2003, Turkey,Sertab Erener,Everyway That I Can,English,,
896,896.0,2003, Malta,Lynn Chircop,To Dream Again,English,,
897,897.0,2003, Bosnia and Herzegovina,Mija Martina,Ne brini,CroatianEnglish,,
898,898.0,2003, Portugal,Rita Guerra,Deixame sonhar So mais uma vez,PortugueseEnglish,,
899,899.0,2003, Croatia,Claudia Beni,Vise nisam tvoja,CroatianEnglish,,
900,900.0,2003, Cyprus,Stelios Constantas,Feeling Alive,English,,
901,901.0,2003, Germany,Lou,Lets Get Happy,English,,
902,902.0,2003, Russia,tATu,Ne ver ne boysya Ne ver ne boisia,Russian English,,
903,903.0,2003, Spain,Beth,Dime,Spanish,,
904,904.0,2003, Israel,Lior Narkis,Words for Love Milim laahava mylym lAhbh,HebrewEnglish,,
905,905.0,2003, Netherlands,Esther Hart,One More Night,English,,
906,906.0,2003, United Kingdom,Jemini,Cry Baby,English,,
907,907.0,2003, Ukraine,Olexandr,Hasta la vista,English,,
908,908.0,2003, Greece,Mando,Never Let You Go,English,,
909,909.0,2003, Norway,Jostein Hasselgard,Im Not Afraid to Move On,English,,
910,910.0,2003, France,Louisa Baileche,Monts et merveilles,French,,
911,911.0,2003, Poland,Ich Troje,Keine Grenzen  Zadnych granic,GermanPolish,,
912,912.0,2003, Latvia,FLY,Hello from Mars,English,,
913,913.0,2003, Belgium,Urban Trad,Sanomi,Imaginary,,
914,914.0,2003, Estonia,Ruffus,Eighties Coming Back,English,,
915,915.0,2003, Romania,Nicola,Dont Break My Heart,English,,
916,916.0,2003, Sweden,Fame,Give Me Your Love,English,,
917,917.0,2003, Slovenia,Karmen,Nanana,English,,
918,918.0,2004, Finland,Jari Sillanpaa,Takes  to Tango,English,,
919,919.0,2004, Belarus,Alexandra  Konstantin,My Galileo,English,,
920,920.0,2004,  Switzerland,Piero Esteriore  The Music Stars,Celebrate,English,,
921,921.0,2004, Latvia,Fomins  Kleins,Dziesma par laimi,Latvian,,
922,922.0,2004, Israel,David DOr,To Believe Lehaamin lhAmyn,HebrewEnglish,,
923,923.0,2004, Andorra,Marta Roure,Jugarem a estimarnos,Catalan,,
924,924.0,2004, Portugal,Sofia Vitoria,Foi magia,Portuguese,,
925,925.0,2004, Malta,Julie  Ludwig,On Again Off Again,English,,
926,926.0,2004, Monaco,Maryon,Notre planete,French,,
927,927.0,2004, Greece,Sakis Rouvas,Shake It,English,,
928,928.0,2004, Ukraine,Ruslana,Wild Dances Dyki tantsi Diki tantsi,EnglishUkrainian,,
929,929.0,2004, Lithuania,Linas  Simona,Whats Happened to Your Love,English,,
930,930.0,2004, Albania,Anjeza Shahini,The Image of You,English,,
931,931.0,2004, Cyprus,Lisa Andreas,Stronger Every Minute,English,,
932,932.0,2004, Macedonia,Tose Proeski,Life,English,,
933,933.0,2004, Slovenia,Platin,Stay Forever,English,,
934,934.0,2004, Estonia,Neiokoso,Tii,Voro,,
935,935.0,2004, Croatia,Ivan Mikulic,You Are the Only One,English,,
936,936.0,2004, Denmark,Tomas Thordarson,Shame on You,English,,
937,937.0,2004, Serbia and Montenegro,Zeljko Joksimovic  Ad Hoc Orchestra,Lane moje Lane moje,Serbian,,
938,938.0,2004, Bosnia and Herzegovina,Deen,In the Disco,English,,
939,939.0,2004, Netherlands,ReUnion,Without You,English,,
940,940.0,2004, Spain,Ramon,Para llenarme de ti,Spanish,,
941,941.0,2004, Austria,Tie Break,Du bist,German,,
942,942.0,2004, Norway,Knut Anders Sorum,High,English,,
943,943.0,2004, France,Jonatan Cerrada,A chaque pas,FrenchSpanish,,
944,944.0,2004, Germany,Max,Cant Wait Until Tonight,EnglishTurkish,,
945,945.0,2004, Belgium,Xandee, Life,English,,
946,946.0,2004, Russia,Julia Savicheva,Believe Me,English,,
947,947.0,2004, Iceland,Jonsi,Heaven,English,,
948,948.0,2004, Ireland,Chris Doran,If My World Stopped Turning,English,,
949,949.0,2004, Poland,Blue Cafe,Love Song,EnglishSpanish,,
950,950.0,2004, United Kingdom,James Fox,Hold on to Our Love,English,,
951,951.0,2004, Turkey,Athena,For Real,English,,
952,952.0,2004, Romania,Sanda,I Admit,English,,
953,953.0,2004, Sweden,Lena Philipsson,It Hurts,English,,
954,954.0,2005, Austria,GlobalKryner,Y asi,EnglishSpanish,,
955,955.0,2005, Lithuania,Laura  The Lovers,Little by Little,English,,
956,956.0,2005, Portugal,B,Amar,PortugueseEnglish,,
957,957.0,2005, Moldova,Zdob si Zdub,Boonika bate doba,English Romanian,,
958,958.0,2005, Latvia,Walters  Kazha,The War Is Not Over,English Sign language,,
959,959.0,2005, Monaco,Lise Darly,Tout de moi,French,,
960,960.0,2005, Israel,Shiri Maimon,Hasheket shenishar hSHqt SHnSHAr,HebrewEnglish,,
961,961.0,2005, Belarus,Angelica Agurbash,Love Me Tonight,English,,
962,962.0,2005, Netherlands,Glennis Grace,My Impossible Dream,English,,
963,963.0,2005, Iceland,Selma ,If I Had Your Love,English,,
964,964.0,2005, Belgium,Nuno Resende,Le grand soir,French,,
965,965.0,2005, Estonia,Suntribe,Lets Get Loud,English,,
966,966.0,2005, Norway,Wig Wam,In My Dreams,English,,
967,967.0,2005, Romania,Luminita Anghel  Sistem,Let Me Try,English,,
968,968.0,2005, Hungary,Nox,Forogj vilag,Hungarian,,
969,969.0,2005, Finland,Geir Ronning,Why,English,,
970,970.0,2005, Macedonia,Martin Vucic,Make My Day,English,,
971,971.0,2005, Andorra,Marian van de Wal,La mirada interior,Catalan,,
972,972.0,2005,  Switzerland,Vanilla Ninja,Cool Vibes,English,,
973,973.0,2005, Croatia,Boris Novkovic feat Lado Members,Vukovi umiru sami,Croatian,,
974,974.0,2005, Bulgaria,Kaffe,Lorraine,English,,
975,975.0,2005, Ireland,Donna  Joe,Love,English,,
976,976.0,2005, Slovenia,Omar Naber,Stop,Slovene,,
977,977.0,2005, Denmark,Jakob Sveistrup,Talking to You,English,,
978,978.0,2005, Poland,Ivan  Delfin,Czarna dziewczyna,PolishRussian,,
979,979.0,2005, United Kingdom,Javine,Touch My Fire,English,,
980,980.0,2005, Malta,Chiara ,Angel,English,,
981,981.0,2005, Turkey,Gulseren,Rimi rimi ley,Turkish,,
982,982.0,2005, Albania,Ledina Celo,Tomorrow I Go,English,,
983,983.0,2005, Cyprus,Constantinos Christoforou ,Ela ela Come Baby Ela ela,English,,
984,984.0,2005, Spain,Son de Sol,Brujeria,Spanish,,
985,985.0,2005, Serbia and Montenegro,No Name,Zauvijek moja Zauvijek moja,Montenegrin,,
986,986.0,2005, Sweden,Martin Stenmarck,Las Vegas,English,,
987,987.0,2005, Ukraine,GreenJolly,Razom nas bahato Nas ne podolaty Razom nas bagato Nas ne podolati,UkrainianEnglish,,
988,988.0,2005, Germany,Gracia,Run  Hide,English,,
989,989.0,2005, Greece,Helena Paparizou,My Number One,English,,
990,990.0,2005, Russia,Natalia Podolskaya,Nobody Hurt No One,English,,
991,991.0,2005, Bosnia and Herzegovina,Feminnem,Call Me,English,,
992,992.0,2005, France,Ortal,Chacun pense a soi,French,,
993,993.0,2006, Armenia,Andre,Without Your Love,English,,
994,994.0,2006, Bulgaria,Mariana Popova,Let Me Cry,English,,
995,995.0,2006, Slovenia,Anzej Dezan,Mr Nobody,English,,
996,996.0,2006, Andorra,Jenny,Sense tu,Catalan,,
997,997.0,2006, Belarus,Polina Smolova,Mum,English,,
998,998.0,2006, Albania,Luiz Ejlli,Zjarr e ftohte,Albanian,,
999,999.0,2006, Belgium,Kate Ryan,Je tadore,English,,
1000,1000.0,2006, Ireland,Brian Kennedy,Every Song Is a Cry for Love,English,,
1001,1001.0,2006, Cyprus,Annet Artani,Why Angels Cry,English,,
1002,1002.0,2006, Monaco,Severine Ferrer,La cocodance,French Tahitian,,
1003,1003.0,2006, Macedonia,Elena Risteska,Ninanajna Ninanajna,EnglishMacedonian,,
1004,1004.0,2006, Poland,Ich Troje  feat Real McCoy,Follow My Heart,EnglishPol,,
1005,1005.0,2006, Russia,Dima Bilan,Never Let You Go,English,,
1006,1006.0,2006, Turkey,Sibel Tuzun,Super star,TurkishEnglish,,
1007,1007.0,2006, Ukraine,Tina Karol,Show Me Your Love,English,,
1008,1008.0,2006, Finland,Lordi,Hard Rock Hallelujah,English,,
1009,1009.0,2006, Netherlands,Treble,Amambanda,EnglishImaginary,,
1010,1010.0,2006, Lithuania,LT United,We Are the Winners,English French,,
1011,1011.0,2006, Portugal,Nonstop,Coisas de nada Gonna Make You Dance,PortugueseEnglish,,
1012,1012.0,2006, Sweden,Carola ,Invincible,English,,
1013,1013.0,2006, Estonia,Sandra Oxenryd,Through My Window,English,,
1014,1014.0,2006, Bosnia and Herzegovina,Hari Mata Hari,Lejla,Bosnian,,
1015,1015.0,2006, Iceland,Silvia Night,Congratulations,English,,
1016,1016.0,2006,  Switzerland,sixone,If We All Give a Little,English,,
1017,1017.0,2006, Moldova,Arsenium feat Natalia Gordienko  ConnectR,Loca,English Spanish,,
1018,1018.0,2006, Israel,Eddie Butler,Together We Are One Ze hazman zh hzmn,HebrewEnglish,,
1019,1019.0,2006, Latvia,Vocal Group Cosmos,I Hear Your Heart,English,,
1020,1020.0,2006, Norway,Christine Guldbrandsen,Alvedansen,Norwegian,,
1021,1021.0,2006, Spain,Las Ketchup,Un Blodymary,Spanish,,
1022,1022.0,2006, Malta,Fabrizio Faniello ,I Do,English,,
1023,1023.0,2006, Germany,Texas Lightning,No No Never,English,,
