,code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
205,ALB,Albania,1987,32.1241455078125,28.045597076416016,36.20269775390625,23.35793113708496,21.828954696655273,24.886911392211914,20.566986083984375,18.03550910949707,23.09846305847168,26.148881912231445,25.622404098510742,26.675355911254883,31.306625366210938,26.835073471069336,35.77818298339844,28.014245986938477,33.27486801147461,22.753625869750977,35.85877990722656,25.608234405517578,46.10932540893555,30.04686164855957,21.62212371826172,38.47159957885742,41.707881927490234,35.472774505615234,47.9429931640625
206,ALB,Albania,1988,31.387887954711914,28.14672088623047,34.62907409667969,25.545101165771484,22.100065231323242,28.990135192871094,20.708507537841797,18.50347900390625,22.91353416442871,30.381694793701172,25.696651458740234,35.066734313964844,33.51375961303711,26.790639877319336,40.236881256103516,28.096786499023438,33.39532470703125,22.798246383666992,35.884273529052734,25.59142303466797,46.1771240234375,36.56022262573242,21.385181427001953,51.73527145385742,35.10482406616211,35.549442291259766,34.66020202636719
207,ALB,Albania,1989,32.525211334228516,28.175148010253906,36.87525939941406,25.248374938964844,21.531816482543945,28.964937210083008,20.08023452758789,17.41265106201172,22.747817993164062,30.416519165039062,25.650981903076172,35.18205642700195,33.08695983886719,26.798559188842773,39.375370025634766,28.229764938354492,33.62191390991211,22.837617874145508,35.910682678222656,25.565654754638672,46.25571060180664,35.12044143676758,21.208099365234375,49.032779693603516,39.24028778076172,36.195091247558594,42.28548049926758
208,ALB,Albania,1990,31.07806396484375,28.011964797973633,34.1441650390625,25.09933853149414,21.21942710876465,28.9792423248291,19.73752784729004,16.78794288635254,22.68710708618164,30.461145401000977,25.65091323852539,35.27138137817383,33.60938262939453,26.89525032043457,40.32350540161133,28.47410774230957,34.08717727661133,22.861042022705078,35.949798583984375,25.567272186279297,46.33232879638672,36.40421676635742,21.03129005432129,51.777137756347656,34.52549743652344,35.92121124267578,33.12976837158203
209,ALB,Albania,1991,31.208526611328125,30.696792602539062,31.72024917602539,29.000812530517578,29.005464553833008,28.996152877807617,24.072595596313477,25.502893447875977,22.64229965209961,33.92902374267578,32.508033752441406,35.350006103515625,35.76014709472656,28.2058162689209,43.314476013183594,30.69637680053711,38.13677215576172,23.255985260009766,35.98286437988281,25.568294525146484,46.39743423461914,40.601192474365234,20.91238021850586,60.29000473022461,28.8646183013916,34.87910461425781,22.850133895874023
210,ALB,Albania,1992,37.34684753417969,35.73701477050781,38.95667266845703,34.97343444824219,40.866092681884766,29.080778121948242,30.436752319335938,38.28415298461914,22.589351654052734,39.51012420654297,43.44804000854492,35.57220458984375,38.756996154785156,30.776182174682617,46.73781967163086,34.76176834106445,45.85219955444336,23.67133903503418,36.00489807128906,25.576478958129883,46.43331527709961,45.50433349609375,20.89986801147461,70.10879516601562,38.31010818481445,35.56877899169922,41.05143356323242
211,ALB,Albania,1993,40.9930419921875,39.327003479003906,42.65907669067383,41.08876419067383,49.98054504394531,32.19698715209961,36.68177795410156,50.862342834472656,22.501209259033203,45.495758056640625,49.098751068115234,41.892765045166016,38.5304069519043,30.707170486450195,46.353641510009766,34.393367767333984,45.57197952270508,23.214750289916992,36.00142288208008,25.58425521850586,46.4185905456543,45.19643020629883,20.965272903442383,69.4275894165039,43.359947204589844,37.29328155517578,49.426605224609375
212,ALB,Albania,1994,40.20069885253906,38.85247039794922,41.54891586303711,32.84332275390625,31.5860652923584,34.10057067871094,23.977964401245117,25.522432327270508,22.433500289916992,41.70867156982422,37.64970016479492,45.76763916015625,36.87340545654297,30.313472747802734,43.433345794677734,39.904964447021484,44.33265686035156,35.477272033691406,33.01338577270508,25.608901977539062,40.417877197265625,37.701866149902344,20.998857498168945,54.40488052368164,50.88534164428711,54.65785217285156,47.11283493041992
213,ALB,Albania,1995,43.57291793823242,39.06650924682617,48.0793342590332,32.353939056396484,28.08819580078125,36.61967849731445,23.782339096069336,25.146398544311523,22.41827964782715,40.925540924072266,31.029998779296875,50.82107925415039,37.84300231933594,33.77241134643555,41.913597106933594,41.029850006103516,46.61151123046875,35.44818878173828,32.37734603881836,25.623807907104492,39.13087463378906,40.121826171875,29.081924438476562,51.16172790527344,60.52179718017578,55.33890151977539,65.7046890258789
214,ALB,Albania,1996,40.5360107421875,37.78862380981445,43.28340530395508,29.955333709716797,23.463964462280273,36.446712493896484,21.143173217773438,21.67705726623535,20.60928726196289,38.76750564575195,25.25087547302246,52.28413391113281,38.993961334228516,34.48814010620117,43.49979019165039,42.13832473754883,47.16867446899414,37.10797119140625,32.702491760253906,25.646055221557617,39.75892639160156,42.14107131958008,30.649677276611328,53.63246154785156,52.65874099731445,55.413761138916016,49.90372848510742
