Year,(semi-) final,Jury or Televoting,From country,To country,Points
2006,sf,J,Greece,Cyprus,12
2006,sf,J,Greece,Estonia,0
2006,sf,J,Greece,F.Y.R. Macedonia,0
2006,sf,J,Greece,Finland,8
2006,sf,J,Greece,Iceland,0
2006,sf,J,Greece,Ireland,0
2006,sf,J,Greece,Lithuania,1
2006,sf,J,Greece,Monaco,0
2006,sf,J,Greece,Poland,2
2006,sf,J,Greece,Portugal,0
2006,sf,J,Greece,Russia,5
2006,sf,J,Greece,Slovenia,0
2006,sf,J,Greece,Sweden,0
2006,sf,J,Greece,The Netherlands,0
2006,sf,J,Greece,Turkey,0
2006,sf,J,Greece,Ukraine,4
2006,sf,J,Iceland,Albania,0
2006,sf,J,Iceland,Andorra,0
2006,sf,J,Iceland,Armenia,0
2006,sf,J,Iceland,Belarus,0
2006,sf,J,Iceland,Belgium,4
2006,sf,J,Iceland,Bosnia & Herzegovina,7
2006,sf,J,Iceland,Bulgaria,0
2006,sf,J,Iceland,Cyprus,0
2006,sf,J,Iceland,Estonia,0
2006,sf,J,Iceland,F.Y.R. Macedonia,0
2006,sf,J,Iceland,Finland,12
2006,sf,J,Iceland,Iceland,0
2006,sf,J,Iceland,Ireland,2
2006,sf,J,Iceland,Lithuania,8
2006,sf,J,Iceland,Monaco,0
2006,sf,J,Iceland,Poland,3
2006,sf,J,Iceland,Portugal,0
2006,sf,J,Iceland,Russia,6
2006,sf,J,Iceland,Slovenia,0
2006,sf,J,Iceland,Sweden,10
2006,sf,J,Iceland,The Netherlands,1
2006,sf,J,Iceland,Turkey,0
2006,sf,J,Iceland,Ukraine,5
2006,sf,J,Ireland,Albania,0
2006,sf,J,Ireland,Andorra,0
2006,sf,J,Ireland,Armenia,0
2006,sf,J,Ireland,Belarus,0
2006,sf,J,Ireland,Belgium,5
2006,sf,J,Ireland,Bosnia & Herzegovina,6
2006,sf,J,Ireland,Bulgaria,0
2006,sf,J,Ireland,Cyprus,0
2006,sf,J,Ireland,Estonia,1
2006,sf,J,Ireland,F.Y.R. Macedonia,0
2006,sf,J,Ireland,Finland,10
2006,sf,J,Ireland,Iceland,2
2006,sf,J,Ireland,Ireland,0
2006,sf,J,Ireland,Lithuania,12
2006,sf,J,Ireland,Monaco,0
2006,sf,J,Ireland,Poland,7
2006,sf,J,Ireland,Portugal,0
2006,sf,J,Ireland,Russia,4
2006,sf,J,Ireland,Slovenia,0
2006,sf,J,Ireland,Sweden,8
2006,sf,J,Ireland,The Netherlands,0
2006,sf,J,Ireland,Turkey,0
2006,sf,J,Ireland,Ukraine,3
2006,sf,J,Israel,Albania,0
2006,sf,J,Israel,Andorra,0
2006,sf,J,Israel,Armenia,10
2006,sf,J,Israel,Belarus,0
2006,sf,J,Israel,Belgium,0
2006,sf,J,Israel,Bosnia & Herzegovina,1
2006,sf,J,Israel,Bulgaria,0
2006,sf,J,Israel,Cyprus,0
2006,sf,J,Israel,Estonia,0
2006,sf,J,Israel,F.Y.R. Macedonia,0
2006,sf,J,Israel,Finland,7
2006,sf,J,Israel,Iceland,0
2006,sf,J,Israel,Ireland,5
2006,sf,J,Israel,Lithuania,0
2006,sf,J,Israel,Monaco,0
2006,sf,J,Israel,Poland,2
2006,sf,J,Israel,Portugal,0
2006,sf,J,Israel,Russia,12
2006,sf,J,Israel,Slovenia,4
2006,sf,J,Israel,Sweden,6
2006,sf,J,Israel,The Netherlands,0
2006,sf,J,Israel,Turkey,3
2006,sf,J,Israel,Ukraine,8
2006,sf,J,Latvia,Albania,0
2006,sf,J,Latvia,Andorra,0
2006,sf,J,Latvia,Armenia,0
2006,sf,J,Latvia,Belarus,0
2006,sf,J,Latvia,Belgium,0
2006,sf,J,Latvia,Bosnia & Herzegovina,2
2006,sf,J,Latvia,Bulgaria,0
2006,sf,J,Latvia,Cyprus,0
2006,sf,J,Latvia,Estonia,7
2006,sf,J,Latvia,F.Y.R. Macedonia,0
2006,sf,J,Latvia,Finland,8
2006,sf,J,Latvia,Iceland,1
2006,sf,J,Latvia,Ireland,4
2006,sf,J,Latvia,Lithuania,10
2006,sf,J,Latvia,Monaco,0
2006,sf,J,Latvia,Poland,3
2006,sf,J,Latvia,Portugal,0
2006,sf,J,Latvia,Russia,12
2006,sf,J,Latvia,Slovenia,0
2006,sf,J,Latvia,Sweden,5
2006,sf,J,Latvia,The Netherlands,0
2006,sf,J,Latvia,Turkey,0
2006,sf,J,Latvia,Ukraine,6
2006,sf,J,Lithuania,Albania,0
2006,sf,J,Lithuania,Andorra,0
2006,sf,J,Lithuania,Armenia,0
2006,sf,J,Lithuania,Belarus,0
2006,sf,J,Lithuania,Belgium,2
2006,sf,J,Lithuania,Bosnia & Herzegovina,3
2006,sf,J,Lithuania,Bulgaria,0
2006,sf,J,Lithuania,Cyprus,0
2006,sf,J,Lithuania,Estonia,0
2006,sf,J,Lithuania,F.Y.R. Macedonia,0
2006,sf,J,Lithuania,Finland,10
2006,sf,J,Lithuania,Iceland,7
2006,sf,J,Lithuania,Ireland,4
2006,sf,J,Lithuania,Lithuania,0
2006,sf,J,Lithuania,Monaco,0
2006,sf,J,Lithuania,Poland,8
2006,sf,J,Lithuania,Portugal,0
2006,sf,J,Lithuania,Russia,12
2006,sf,J,Lithuania,Slovenia,0
2006,sf,J,Lithuania,Sweden,5
2006,sf,J,Lithuania,The Netherlands,1
2006,sf,J,Lithuania,Turkey,0
2006,sf,J,Lithuania,Ukraine,6
2006,sf,J,Malta,Albania,0
2006,sf,J,Malta,Andorra,0
2006,sf,J,Malta,Armenia,0
2006,sf,J,Malta,Belarus,0
2006,sf,J,Malta,Belgium,7
2006,sf,J,Malta,Bosnia & Herzegovina,2
2006,sf,J,Malta,Bulgaria,0
2006,sf,J,Malta,Cyprus,4
2006,sf,J,Malta,Estonia,0
2006,sf,J,Malta,F.Y.R. Macedonia,0
2006,sf,J,Malta,Finland,10
2006,sf,J,Malta,Iceland,0
2006,sf,J,Malta,Ireland,6
2006,sf,J,Malta,Lithuania,0
2006,sf,J,Malta,Monaco,0
2006,sf,J,Malta,Poland,1
2006,sf,J,Malta,Portugal,0
2006,sf,J,Malta,Russia,8
2006,sf,J,Malta,Slovenia,5
2006,sf,J,Malta,Sweden,12
2006,sf,J,Malta,The Netherlands,0
2006,sf,J,Malta,Turkey,0
2006,sf,J,Malta,Ukraine,3
2006,sf,J,Moldova,Albania,0
2006,sf,J,Moldova,Andorra,0
2006,sf,J,Moldova,Armenia,2
2006,sf,J,Moldova,Belarus,3
2006,sf,J,Moldova,Belgium,0
2006,sf,J,Moldova,Bosnia & Herzegovina,8
2006,sf,J,Moldova,Bulgaria,0
2006,sf,J,Moldova,Cyprus,0
2006,sf,J,Moldova,Estonia,0
2006,sf,J,Moldova,F.Y.R. Macedonia,0
2006,sf,J,Moldova,Finland,5
2006,sf,J,Moldova,Iceland,0
2006,sf,J,Moldova,Ireland,1
2006,sf,J,Moldova,Lithuania,6
2006,sf,J,Moldova,Monaco,0
2006,sf,J,Moldova,Poland,4
2006,sf,J,Moldova,Portugal,0
2006,sf,J,Moldova,Russia,12
2006,sf,J,Moldova,Slovenia,0
2006,sf,J,Moldova,Sweden,7
2006,sf,J,Moldova,The Netherlands,0
2006,sf,J,Moldova,Turkey,0
2006,sf,J,Moldova,Ukraine,10
2006,sf,J,Monaco,Albania,0
2006,sf,J,Monaco,Andorra,0
2006,sf,J,Monaco,Armenia,0
2006,sf,J,Monaco,Belarus,0
2006,sf,J,Monaco,Belgium,6
2006,sf,J,Monaco,Bosnia & Herzegovina,12
2006,sf,J,Monaco,Bulgaria,0
2006,sf,J,Monaco,Cyprus,10
2006,sf,J,Monaco,Estonia,5
2006,sf,J,Monaco,F.Y.R. Macedonia,0
2006,sf,J,Monaco,Finland,0
2006,sf,J,Monaco,Iceland,1
2006,sf,J,Monaco,Ireland,7
2006,sf,J,Monaco,Lithuania,4
2006,sf,J,Monaco,Monaco,0
2006,sf,J,Monaco,Poland,0
2006,sf,J,Monaco,Portugal,0
2006,sf,J,Monaco,Russia,0
2006,sf,J,Monaco,Slovenia,3
2006,sf,J,Monaco,Sweden,8
2006,sf,J,Monaco,The Netherlands,0
2006,sf,J,Monaco,Turkey,0
2006,sf,J,Monaco,Ukraine,2
2006,sf,J,Norway,Albania,3
2006,sf,J,Norway,Andorra,0
2006,sf,J,Norway,Armenia,0
2006,sf,J,Norway,Belarus,0
2006,sf,J,Norway,Belgium,0
2006,sf,J,Norway,Bosnia & Herzegovina,12
2006,sf,J,Norway,Bulgaria,0
2006,sf,J,Norway,Cyprus,0
2006,sf,J,Norway,Estonia,0
2006,sf,J,Norway,F.Y.R. Macedonia,0
2006,sf,J,Norway,Finland,8
2006,sf,J,Norway,Iceland,7
2006,sf,J,Norway,Ireland,6
2006,sf,J,Norway,Lithuania,5
2006,sf,J,Norway,Monaco,0
2006,sf,J,Norway,Poland,2
2006,sf,J,Norway,Portugal,0
2006,sf,J,Norway,Russia,4
2006,sf,J,Norway,Slovenia,0
2006,sf,J,Norway,Sweden,10
2006,sf,J,Norway,The Netherlands,0
2006,sf,J,Norway,Turkey,1
2006,sf,J,Norway,Ukraine,0
2006,sf,J,Poland,Albania,0
2006,sf,J,Poland,Andorra,0
2006,sf,J,Poland,Armenia,3
2006,sf,J,Poland,Belarus,0
2006,sf,J,Poland,Belgium,4
2006,sf,J,Poland,Bosnia & Herzegovina,5
2006,sf,J,Poland,Bulgaria,0
2006,sf,J,Poland,Cyprus,0
2006,sf,J,Poland,Estonia,0
2006,sf,J,Poland,F.Y.R. Macedonia,0
2006,sf,J,Poland,Finland,12
2006,sf,J,Poland,Iceland,0
2006,sf,J,Poland,Ireland,2
2006,sf,J,Poland,Lithuania,10
2006,sf,J,Poland,Monaco,1
2006,sf,J,Poland,Poland,0
2006,sf,J,Poland,Portugal,0
2006,sf,J,Poland,Russia,8
2006,sf,J,Poland,Slovenia,0
2006,sf,J,Poland,Sweden,7
2006,sf,J,Poland,The Netherlands,0
2006,sf,J,Poland,Turkey,0
2006,sf,J,Poland,Ukraine,6
2006,sf,J,Portugal,Albania,0
2006,sf,J,Portugal,Andorra,0
2006,sf,J,Portugal,Armenia,0
2006,sf,J,Portugal,Belarus,0
2006,sf,J,Portugal,Belgium,2
2006,sf,J,Portugal,Bosnia & Herzegovina,6
2006,sf,J,Portugal,Bulgaria,1
2006,sf,J,Portugal,Cyprus,0
2006,sf,J,Portugal,Estonia,0
2006,sf,J,Portugal,F.Y.R. Macedonia,0
2006,sf,J,Portugal,Finland,8
2006,sf,J,Portugal,Iceland,3
2006,sf,J,Portugal,Ireland,4
2006,sf,J,Portugal,Lithuania,5
2006,sf,J,Portugal,Monaco,0
2006,sf,J,Portugal,Poland,0
2006,sf,J,Portugal,Portugal,0
2006,sf,J,Portugal,Russia,7
2006,sf,J,Portugal,Slovenia,0
2006,sf,J,Portugal,Sweden,12
2006,sf,J,Portugal,The Netherlands,0
2006,sf,J,Portugal,Turkey,0
2006,sf,J,Portugal,Ukraine,10
2006,sf,J,Romania,Albania,0
2006,sf,J,Romania,Andorra,0
2006,sf,J,Romania,Armenia,2
2006,sf,J,Romania,Belarus,0
2006,sf,J,Romania,Belgium,0
2006,sf,J,Romania,Bosnia & Herzegovina,12
2006,sf,J,Romania,Bulgaria,0
2006,sf,J,Romania,Cyprus,4
2006,sf,J,Romania,Estonia,0
2006,sf,J,Romania,F.Y.R. Macedonia,1
2006,sf,J,Romania,Finland,5
2006,sf,J,Romania,Iceland,0
2006,sf,J,Romania,Ireland,0
2006,sf,J,Romania,Lithuania,3
2006,sf,J,Romania,Monaco,0
2006,sf,J,Romania,Poland,0
2006,sf,J,Romania,Portugal,0
2006,sf,J,Romania,Russia,7
2006,sf,J,Romania,Slovenia,0
2006,sf,J,Romania,Sweden,6
2006,sf,J,Romania,The Netherlands,0
2006,sf,J,Romania,Turkey,10
2006,sf,J,Romania,Ukraine,8
2006,sf,J,Russia,Albania,2
2006,sf,J,Russia,Andorra,0
2006,sf,J,Russia,Armenia,12
2006,sf,J,Russia,Belarus,6
2006,sf,J,Russia,Belgium,0
2006,sf,J,Russia,Bosnia & Herzegovina,7
2006,sf,J,Russia,Bulgaria,0
2006,sf,J,Russia,Cyprus,0
2006,sf,J,Russia,Estonia,0
2006,sf,J,Russia,F.Y.R. Macedonia,0
2006,sf,J,Russia,Finland,8
2006,sf,J,Russia,Iceland,0
2006,sf,J,Russia,Ireland,1
2006,sf,J,Russia,Lithuania,4
2006,sf,J,Russia,Monaco,0
2006,sf,J,Russia,Poland,5
2006,sf,J,Russia,Portugal,0
2006,sf,J,Russia,Russia,0
2006,sf,J,Russia,Slovenia,0
2006,sf,J,Russia,Sweden,3
2006,sf,J,Russia,The Netherlands,0
2006,sf,J,Russia,Turkey,0
2006,sf,J,Russia,Ukraine,10
2006,sf,J,Serbia & Montenegro,Albania,0
2006,sf,J,Serbia & Montenegro,Andorra,0
2006,sf,J,Serbia & Montenegro,Armenia,0
2006,sf,J,Serbia & Montenegro,Belarus,0
2006,sf,J,Serbia & Montenegro,Belgium,0
2006,sf,J,Serbia & Montenegro,Bosnia & Herzegovina,12
2006,sf,J,Serbia & Montenegro,Bulgaria,0
2006,sf,J,Serbia & Montenegro,Cyprus,0
2006,sf,J,Serbia & Montenegro,Estonia,0
2006,sf,J,Serbia & Montenegro,F.Y.R. Macedonia,10
2006,sf,J,Serbia & Montenegro,Finland,8
2006,sf,J,Serbia & Montenegro,Iceland,2
2006,sf,J,Serbia & Montenegro,Ireland,1
2006,sf,J,Serbia & Montenegro,Lithuania,3
2006,sf,J,Serbia & Montenegro,Monaco,0
2006,sf,J,Serbia & Montenegro,Poland,0
2006,sf,J,Serbia & Montenegro,Portugal,0
2006,sf,J,Serbia & Montenegro,Russia,6
2006,sf,J,Serbia & Montenegro,Slovenia,7
2006,sf,J,Serbia & Montenegro,Sweden,4
2006,sf,J,Serbia & Montenegro,The Netherlands,0
2006,sf,J,Serbia & Montenegro,Turkey,0
2006,sf,J,Serbia & Montenegro,Ukraine,5
2006,sf,J,Slovenia,Albania,1
2006,sf,J,Slovenia,Andorra,0
2006,sf,J,Slovenia,Armenia,0
2006,sf,J,Slovenia,Belarus,0
2006,sf,J,Slovenia,Belgium,5
2006,sf,J,Slovenia,Bosnia & Herzegovina,12
2006,sf,J,Slovenia,Bulgaria,0
2006,sf,J,Slovenia,Cyprus,0
2006,sf,J,Slovenia,Estonia,0
2006,sf,J,Slovenia,F.Y.R. Macedonia,8
2006,sf,J,Slovenia,Finland,10
2006,sf,J,Slovenia,Iceland,0
2006,sf,J,Slovenia,Ireland,3
2006,sf,J,Slovenia,Lithuania,6
2006,sf,J,Slovenia,Monaco,0
2006,sf,J,Slovenia,Poland,0
2006,sf,J,Slovenia,Portugal,0
2006,sf,J,Slovenia,Russia,4
2006,sf,J,Slovenia,Slovenia,0
2006,sf,J,Slovenia,Sweden,7
2006,sf,J,Slovenia,The Netherlands,0
2006,sf,J,Slovenia,Turkey,0
2006,sf,J,Slovenia,Ukraine,2
2006,sf,J,Spain,Albania,0
2006,sf,J,Spain,Andorra,8
2006,sf,J,Spain,Armenia,12
2006,sf,J,Spain,Belarus,0
2006,sf,J,Spain,Belgium,2
2006,sf,J,Spain,Bosnia & Herzegovina,1
2006,sf,J,Spain,Bulgaria,5
2006,sf,J,Spain,Cyprus,0
2006,sf,J,Spain,Estonia,0
2006,sf,J,Spain,F.Y.R. Macedonia,0
2006,sf,J,Spain,Finland,10
2006,sf,J,Spain,Iceland,6
2006,sf,J,Spain,Ireland,0
2006,sf,J,Spain,Lithuania,0
2006,sf,J,Spain,Monaco,0
2006,sf,J,Spain,Poland,4
2006,sf,J,Spain,Portugal,0
2006,sf,J,Spain,Russia,0
2006,sf,J,Spain,Slovenia,0
2006,sf,J,Spain,Sweden,7
2006,sf,J,Spain,The Netherlands,0
2006,sf,J,Spain,Turkey,0
2006,sf,J,Spain,Ukraine,3
2006,sf,J,Sweden,Albania,2
2006,sf,J,Sweden,Andorra,0
2006,sf,J,Sweden,Armenia,3
2006,sf,J,Sweden,Belarus,0
2006,sf,J,Sweden,Belgium,5
2006,sf,J,Sweden,Bosnia & Herzegovina,10
2006,sf,J,Sweden,Bulgaria,0
2006,sf,J,Sweden,Cyprus,0
2006,sf,J,Sweden,Estonia,8
2006,sf,J,Sweden,F.Y.R. Macedonia,0
2006,sf,J,Sweden,Finland,12
2006,sf,J,Sweden,Iceland,6
2006,sf,J,Sweden,Ireland,1
2006,sf,J,Sweden,Lithuania,4
2006,sf,J,Sweden,Monaco,0
2006,sf,J,Sweden,Poland,0
2006,sf,J,Sweden,Portugal,0
2006,sf,J,Sweden,Russia,7
2006,sf,J,Sweden,Slovenia,0
2006,sf,J,Sweden,Sweden,0
2006,sf,J,Sweden,The Netherlands,0
2006,sf,J,Sweden,Turkey,0
2006,sf,J,Sweden,Ukraine,0
2006,sf,J,Switzerland,Albania,10
2006,sf,J,Switzerland,Andorra,0
2006,sf,J,Switzerland,Armenia,3
2006,sf,J,Switzerland,Belarus,0
2006,sf,J,Switzerland,Belgium,0
2006,sf,J,Switzerland,Bosnia & Herzegovina,12
2006,sf,J,Switzerland,Bulgaria,0
2006,sf,J,Switzerland,Cyprus,1
2006,sf,J,Switzerland,Estonia,0
2006,sf,J,Switzerland,F.Y.R. Macedonia,6
2006,sf,J,Switzerland,Finland,5
2006,sf,J,Switzerland,Iceland,0
2006,sf,J,Switzerland,Ireland,2
2006,sf,J,Switzerland,Lithuania,0
2006,sf,J,Switzerland,Monaco,0
2006,sf,J,Switzerland,Poland,0
2006,sf,J,Switzerland,Portugal,7
2006,sf,J,Switzerland,Russia,0
2006,sf,J,Switzerland,Slovenia,0
2006,sf,J,Switzerland,Sweden,4
2006,sf,J,Switzerland,The Netherlands,0
2006,sf,J,Switzerland,Turkey,8
2006,sf,J,Switzerland,Ukraine,0
2006,sf,J,The Netherlands,Albania,0
2006,sf,J,The Netherlands,Andorra,0
2006,sf,J,The Netherlands,Armenia,12
2006,sf,J,The Netherlands,Belarus,0
2006,sf,J,The Netherlands,Belgium,7
2006,sf,J,The Netherlands,Bosnia & Herzegovina,8
2006,sf,J,The Netherlands,Bulgaria,0
2006,sf,J,The Netherlands,Cyprus,0
2006,sf,J,The Netherlands,Estonia,0
2006,sf,J,The Netherlands,F.Y.R. Macedonia,0
2006,sf,J,The Netherlands,Finland,6
2006,sf,J,The Netherlands,Iceland,0
2006,sf,J,The Netherlands,Ireland,3
2006,sf,J,The Netherlands,Lithuania,5
2006,sf,J,The Netherlands,Monaco,0
2006,sf,J,The Netherlands,Poland,2
2006,sf,J,The Netherlands,Portugal,0
2006,sf,J,The Netherlands,Russia,1
2006,sf,J,The Netherlands,Slovenia,0
2006,sf,J,The Netherlands,Sweden,4
2006,sf,J,The Netherlands,The Netherlands,0
2006,sf,J,The Netherlands,Turkey,10
2006,sf,J,The Netherlands,Ukraine,0
2006,sf,J,Turkey,Albania,3
2006,sf,J,Turkey,Andorra,0
2006,sf,J,Turkey,Armenia,10
2006,sf,J,Turkey,Belarus,0
2006,sf,J,Turkey,Belgium,0
2006,sf,J,Turkey,Bosnia & Herzegovina,12
2006,sf,J,Turkey,Bulgaria,1
2006,sf,J,Turkey,Cyprus,0
2006,sf,J,Turkey,Estonia,0
2006,sf,J,Turkey,F.Y.R. Macedonia,8
2006,sf,J,Turkey,Finland,6
2006,sf,J,Turkey,Iceland,0
2006,sf,J,Turkey,Ireland,0
2006,sf,J,Turkey,Lithuania,0
2006,sf,J,Turkey,Monaco,2
2006,sf,J,Turkey,Poland,0
2006,sf,J,Turkey,Portugal,0
2006,sf,J,Turkey,Russia,4
2006,sf,J,Turkey,Slovenia,0
2006,sf,J,Turkey,Sweden,0
2006,sf,J,Turkey,The Netherlands,5
2006,sf,J,Turkey,Turkey,0
2006,sf,J,Turkey,Ukraine,7
2006,sf,J,Ukraine,Albania,0
2006,sf,J,Ukraine,Andorra,0
2006,sf,J,Ukraine,Armenia,7
2006,sf,J,Ukraine,Belarus,1
2006,sf,J,Ukraine,Belgium,0
2006,sf,J,Ukraine,Bosnia & Herzegovina,8
2006,sf,J,Ukraine,Bulgaria,0
2006,sf,J,Ukraine,Cyprus,3
2006,sf,J,Ukraine,Estonia,0
2006,sf,J,Ukraine,F.Y.R. Macedonia,0
2006,sf,J,Ukraine,Finland,6
2006,sf,J,Ukraine,Iceland,0
2006,sf,J,Ukraine,Ireland,0
2006,sf,J,Ukraine,Lithuania,5
2006,sf,J,Ukraine,Monaco,0
2006,sf,J,Ukraine,Poland,10
2006,sf,J,Ukraine,Portugal,0
2006,sf,J,Ukraine,Russia,12
2006,sf,J,Ukraine,Slovenia,2
2006,sf,J,Ukraine,Sweden,4
2006,sf,J,Ukraine,The Netherlands,0
2006,sf,J,Ukraine,Turkey,0
2006,sf,J,Ukraine,Ukraine,0
2006,sf,J,United Kingdom,Albania,2
2006,sf,J,United Kingdom,Andorra,0
2006,sf,J,United Kingdom,Armenia,3
2006,sf,J,United Kingdom,Belarus,0
2006,sf,J,United Kingdom,Belgium,0
2006,sf,J,United Kingdom,Bosnia & Herzegovina,4
2006,sf,J,United Kingdom,Bulgaria,0
2006,sf,J,United Kingdom,Cyprus,7
2006,sf,J,United Kingdom,Estonia,0
2006,sf,J,United Kingdom,F.Y.R. Macedonia,0
2006,sf,J,United Kingdom,Finland,12
2006,sf,J,United Kingdom,Iceland,5
2006,sf,J,United Kingdom,Ireland,8
2006,sf,J,United Kingdom,Lithuania,10
2006,sf,J,United Kingdom,Monaco,0
2006,sf,J,United Kingdom,Poland,1
2006,sf,J,United Kingdom,Portugal,0
2006,sf,J,United Kingdom,Russia,0
2006,sf,J,United Kingdom,Slovenia,0
2006,sf,J,United Kingdom,Sweden,6
2006,sf,J,United Kingdom,The Netherlands,0
2006,sf,J,United Kingdom,Turkey,0
2006,sf,J,United Kingdom,Ukraine,0
2007,f,J,Albania,Armenia,0
2007,f,J,Albania,Belarus,2
2007,f,J,Albania,Bosnia & Herzegovina,8
2007,f,J,Albania,Bulgaria,0
2007,f,J,Albania,F.Y.R. Macedonia,3
2007,f,J,Albania,Finland,0
2007,f,J,Albania,France,4
2007,f,J,Albania,Georgia,0
2007,f,J,Albania,Germany,6
2007,f,J,Albania,Greece,7
2007,f,J,Albania,Hungary,0
2007,f,J,Albania,Ireland,5
2007,f,J,Albania,Latvia,0
2007,f,J,Albania,Lithuania,0
2007,f,J,Albania,Moldova,0
2007,f,J,Albania,Romania,0
2007,f,J,Albania,Russia,0
2007,f,J,Albania,Serbia,1
2007,f,J,Albania,Slovenia,0
2007,f,J,Albania,Spain,12
2007,f,J,Albania,Sweden,0
2007,f,J,Albania,Turkey,10
2007,f,J,Albania,Ukraine,0
2007,f,J,Albania,United Kingdom,0
2007,f,J,Andorra,Armenia,0
2007,f,J,Andorra,Belarus,0
2007,f,J,Andorra,Bosnia & Herzegovina,0
2007,f,J,Andorra,Bulgaria,0
2007,f,J,Andorra,F.Y.R. Macedonia,0
2007,f,J,Andorra,Finland,7
2007,f,J,Andorra,France,8
2007,f,J,Andorra,Georgia,0
2007,f,J,Andorra,Germany,5
2007,f,J,Andorra,Greece,0
2007,f,J,Andorra,Hungary,6
2007,f,J,Andorra,Ireland,0
2007,f,J,Andorra,Latvia,0
2007,f,J,Andorra,Lithuania,1
2007,f,J,Andorra,Moldova,4
2007,f,J,Andorra,Romania,10
2007,f,J,Andorra,Russia,3
2007,f,J,Andorra,Serbia,0
2007,f,J,Andorra,Slovenia,0
2007,f,J,Andorra,Spain,0
2007,f,J,Andorra,Sweden,2
2007,f,J,Andorra,Turkey,0
2007,f,J,Andorra,Ukraine,12
2007,f,J,Andorra,United Kingdom,0
2007,f,J,Armenia,Armenia,0
2007,f,J,Armenia,Belarus,10
2007,f,J,Armenia,Bosnia & Herzegovina,1
2007,f,J,Armenia,Bulgaria,4
2007,f,J,Armenia,F.Y.R. Macedonia,0
2007,f,J,Armenia,Finland,0
2007,f,J,Armenia,France,2
2007,f,J,Armenia,Georgia,5
2007,f,J,Armenia,Germany,0
2007,f,J,Armenia,Greece,8
2007,f,J,Armenia,Hungary,0
2007,f,J,Armenia,Ireland,0
2007,f,J,Armenia,Latvia,0
2007,f,J,Armenia,Lithuania,0
2007,f,J,Armenia,Moldova,3
2007,f,J,Armenia,Romania,0
2007,f,J,Armenia,Russia,12
2007,f,J,Armenia,Serbia,7
2007,f,J,Armenia,Slovenia,0
2007,f,J,Armenia,Spain,0
2007,f,J,Armenia,Sweden,0
2007,f,J,Armenia,Turkey,0
2007,f,J,Armenia,Ukraine,6
2007,f,J,Armenia,United Kingdom,0
2007,f,J,Austria,Armenia,5
2007,f,J,Austria,Belarus,0
2007,f,J,Austria,Bosnia & Herzegovina,8
2007,f,J,Austria,Bulgaria,6
2007,f,J,Austria,F.Y.R. Macedonia,1
2007,f,J,Austria,Finland,0
2007,f,J,Austria,France,0
2007,f,J,Austria,Georgia,0
2007,f,J,Austria,Germany,7
2007,f,J,Austria,Greece,0
2007,f,J,Austria,Hungary,2
2007,f,J,Austria,Ireland,0
2007,f,J,Austria,Latvia,0
2007,f,J,Austria,Lithuania,0
2007,f,J,Austria,Moldova,0
2007,f,J,Austria,Romania,3
2007,f,J,Austria,Russia,0
2007,f,J,Austria,Serbia,12
2007,f,J,Austria,Slovenia,0
2007,f,J,Austria,Spain,0
2007,f,J,Austria,Sweden,0
2007,f,J,Austria,Turkey,10
2007,f,J,Austria,Ukraine,4
2007,f,J,Austria,United Kingdom,0
2007,f,J,Belarus,Armenia,5
2007,f,J,Belarus,Belarus,0
2007,f,J,Belarus,Bosnia & Herzegovina,0
2007,f,J,Belarus,Bulgaria,0
2007,f,J,Belarus,F.Y.R. Macedonia,0
2007,f,J,Belarus,Finland,1
2007,f,J,Belarus,France,0
2007,f,J,Belarus,Georgia,6
2007,f,J,Belarus,Germany,0
2007,f,J,Belarus,Greece,3
2007,f,J,Belarus,Hungary,0
2007,f,J,Belarus,Ireland,0
2007,f,J,Belarus,Latvia,0
2007,f,J,Belarus,Lithuania,2
2007,f,J,Belarus,Moldova,8
2007,f,J,Belarus,Romania,0
2007,f,J,Belarus,Russia,12
2007,f,J,Belarus,Serbia,7
2007,f,J,Belarus,Slovenia,4
2007,f,J,Belarus,Spain,0
2007,f,J,Belarus,Sweden,0
2007,f,J,Belarus,Turkey,0
2007,f,J,Belarus,Ukraine,10
2007,f,J,Belarus,United Kingdom,0
2007,f,J,Belgium,Armenia,10
2007,f,J,Belgium,Belarus,0
2007,f,J,Belgium,Bosnia & Herzegovina,0
2007,f,J,Belgium,Bulgaria,4
2007,f,J,Belgium,F.Y.R. Macedonia,0
2007,f,J,Belgium,Finland,0
2007,f,J,Belgium,France,0
2007,f,J,Belgium,Georgia,6
2007,f,J,Belgium,Germany,0
2007,f,J,Belgium,Greece,8
2007,f,J,Belgium,Hungary,5
2007,f,J,Belgium,Ireland,0
2007,f,J,Belgium,Latvia,0
2007,f,J,Belgium,Lithuania,0
2007,f,J,Belgium,Moldova,0
2007,f,J,Belgium,Romania,0
2007,f,J,Belgium,Russia,0
2007,f,J,Belgium,Serbia,7
2007,f,J,Belgium,Slovenia,2
2007,f,J,Belgium,Spain,3
2007,f,J,Belgium,Sweden,0
2007,f,J,Belgium,Turkey,12
2007,f,J,Belgium,Ukraine,1
2007,f,J,Belgium,United Kingdom,0
2007,f,J,Bosnia & Herzegovina,Armenia,0
2007,f,J,Bosnia & Herzegovina,Belarus,4
2007,f,J,Bosnia & Herzegovina,Bosnia & Herzegovina,0
2007,f,J,Bosnia & Herzegovina,Bulgaria,6
2007,f,J,Bosnia & Herzegovina,F.Y.R. Macedonia,8
