Year,(semi-) final,Jury or Televoting,From country,To country,Points
1998,f,J,Norway,Malta,12
1998,f,J,Norway,Norway,0
1998,f,J,Norway,Poland,0
1998,f,J,Norway,Portugal,0
1998,f,J,Norway,Romania,0
1998,f,J,Norway,Slovakia,0
1998,f,J,Norway,Slovenia,0
1998,f,J,Norway,Spain,0
1998,f,J,Norway,Sweden,10
1998,f,J,Norway,Switzerland,0
1998,f,J,Norway,The Netherlands,8
1998,f,J,Norway,Turkey,0
1998,f,J,Norway,United Kingdom,5
1998,f,J,Poland,Belgium,12
1998,f,J,Poland,Croatia,6
1998,f,J,Poland,Cyprus,0
1998,f,J,Poland,Estonia,1
1998,f,J,Poland,F.Y.R. Macedonia,0
1998,f,J,Poland,Finland,0
1998,f,J,Poland,France,0
1998,f,J,Poland,Germany,0
1998,f,J,Poland,Greece,0
1998,f,J,Poland,Hungary,0
1998,f,J,Poland,Ireland,2
1998,f,J,Poland,Israel,10
1998,f,J,Poland,Malta,8
1998,f,J,Poland,Norway,4
1998,f,J,Poland,Poland,0
1998,f,J,Poland,Portugal,0
1998,f,J,Poland,Romania,0
1998,f,J,Poland,Slovakia,0
1998,f,J,Poland,Slovenia,0
1998,f,J,Poland,Spain,0
1998,f,J,Poland,Sweden,3
1998,f,J,Poland,Switzerland,0
1998,f,J,Poland,The Netherlands,5
1998,f,J,Poland,Turkey,0
1998,f,J,Poland,United Kingdom,7
1998,f,J,Portugal,Belgium,8
1998,f,J,Portugal,Croatia,2
1998,f,J,Portugal,Cyprus,4
1998,f,J,Portugal,Estonia,0
1998,f,J,Portugal,F.Y.R. Macedonia,0
1998,f,J,Portugal,Finland,0
1998,f,J,Portugal,France,0
1998,f,J,Portugal,Germany,10
1998,f,J,Portugal,Greece,0
1998,f,J,Portugal,Hungary,0
1998,f,J,Portugal,Ireland,1
1998,f,J,Portugal,Israel,12
1998,f,J,Portugal,Malta,5
1998,f,J,Portugal,Norway,3
1998,f,J,Portugal,Poland,0
1998,f,J,Portugal,Portugal,0
1998,f,J,Portugal,Romania,0
1998,f,J,Portugal,Slovakia,0
1998,f,J,Portugal,Slovenia,0
1998,f,J,Portugal,Spain,0
1998,f,J,Portugal,Sweden,0
1998,f,J,Portugal,Switzerland,0
1998,f,J,Portugal,The Netherlands,7
1998,f,J,Portugal,Turkey,0
1998,f,J,Portugal,United Kingdom,6
1998,f,J,Romania,Belgium,0
1998,f,J,Romania,Croatia,0
1998,f,J,Romania,Cyprus,4
1998,f,J,Romania,Estonia,0
1998,f,J,Romania,F.Y.R. Macedonia,3
1998,f,J,Romania,Finland,0
1998,f,J,Romania,France,0
1998,f,J,Romania,Germany,6
1998,f,J,Romania,Greece,0
1998,f,J,Romania,Hungary,1
1998,f,J,Romania,Ireland,8
1998,f,J,Romania,Israel,7
1998,f,J,Romania,Malta,0
1998,f,J,Romania,Norway,0
1998,f,J,Romania,Poland,10
1998,f,J,Romania,Portugal,0
1998,f,J,Romania,Romania,0
1998,f,J,Romania,Slovakia,0
1998,f,J,Romania,Slovenia,5
1998,f,J,Romania,Spain,0
1998,f,J,Romania,Sweden,0
1998,f,J,Romania,Switzerland,0
1998,f,J,Romania,The Netherlands,0
1998,f,J,Romania,Turkey,2
1998,f,J,Romania,United Kingdom,12
1998,f,J,Slovakia,Belgium,7
1998,f,J,Slovakia,Croatia,10
1998,f,J,Slovakia,Cyprus,5
1998,f,J,Slovakia,Estonia,8
1998,f,J,Slovakia,F.Y.R. Macedonia,3
1998,f,J,Slovakia,Finland,0
1998,f,J,Slovakia,France,0
1998,f,J,Slovakia,Germany,0
1998,f,J,Slovakia,Greece,0
1998,f,J,Slovakia,Hungary,0
1998,f,J,Slovakia,Ireland,4
1998,f,J,Slovakia,Israel,0
1998,f,J,Slovakia,Malta,12
1998,f,J,Slovakia,Norway,0
1998,f,J,Slovakia,Poland,0
1998,f,J,Slovakia,Portugal,2
1998,f,J,Slovakia,Romania,0
1998,f,J,Slovakia,Slovakia,0
1998,f,J,Slovakia,Slovenia,0
1998,f,J,Slovakia,Spain,0
1998,f,J,Slovakia,Sweden,0
1998,f,J,Slovakia,Switzerland,0
1998,f,J,Slovakia,The Netherlands,6
1998,f,J,Slovakia,Turkey,0
1998,f,J,Slovakia,United Kingdom,1
1998,f,J,Slovenia,Belgium,6
1998,f,J,Slovenia,Croatia,12
1998,f,J,Slovenia,Cyprus,0
1998,f,J,Slovenia,Estonia,2
1998,f,J,Slovenia,F.Y.R. Macedonia,4
1998,f,J,Slovenia,Finland,0
1998,f,J,Slovenia,France,0
1998,f,J,Slovenia,Germany,8
1998,f,J,Slovenia,Greece,0
1998,f,J,Slovenia,Hungary,0
1998,f,J,Slovenia,Ireland,1
1998,f,J,Slovenia,Israel,7
1998,f,J,Slovenia,Malta,3
1998,f,J,Slovenia,Norway,10
1998,f,J,Slovenia,Poland,0
1998,f,J,Slovenia,Portugal,0
1998,f,J,Slovenia,Romania,0
1998,f,J,Slovenia,Slovakia,0
1998,f,J,Slovenia,Slovenia,0
1998,f,J,Slovenia,Spain,0
1998,f,J,Slovenia,Sweden,0
1998,f,J,Slovenia,Switzerland,0
1998,f,J,Slovenia,The Netherlands,0
1998,f,J,Slovenia,Turkey,0
1998,f,J,Slovenia,United Kingdom,5
1998,f,J,Spain,Belgium,7
1998,f,J,Spain,Croatia,1
1998,f,J,Spain,Cyprus,0
1998,f,J,Spain,Estonia,2
1998,f,J,Spain,F.Y.R. Macedonia,0
1998,f,J,Spain,Finland,0
1998,f,J,Spain,France,0
1998,f,J,Spain,Germany,12
1998,f,J,Spain,Greece,0
1998,f,J,Spain,Hungary,0
1998,f,J,Spain,Ireland,0
1998,f,J,Spain,Israel,10
1998,f,J,Spain,Malta,5
1998,f,J,Spain,Norway,8
1998,f,J,Spain,Poland,0
1998,f,J,Spain,Portugal,6
1998,f,J,Spain,Romania,0
1998,f,J,Spain,Slovakia,0
1998,f,J,Spain,Slovenia,0
1998,f,J,Spain,Spain,0
1998,f,J,Spain,Sweden,0
1998,f,J,Spain,Switzerland,0
1998,f,J,Spain,The Netherlands,4
1998,f,J,Spain,Turkey,0
1998,f,J,Spain,United Kingdom,3
1998,f,J,Sweden,Belgium,2
1998,f,J,Sweden,Croatia,3
1998,f,J,Sweden,Cyprus,0
1998,f,J,Sweden,Estonia,4
1998,f,J,Sweden,F.Y.R. Macedonia,0
1998,f,J,Sweden,Finland,10
1998,f,J,Sweden,France,0
1998,f,J,Sweden,Germany,0
1998,f,J,Sweden,Greece,0
1998,f,J,Sweden,Hungary,0
1998,f,J,Sweden,Ireland,1
1998,f,J,Sweden,Israel,5
1998,f,J,Sweden,Malta,6
1998,f,J,Sweden,Norway,12
1998,f,J,Sweden,Poland,0
1998,f,J,Sweden,Portugal,0
1998,f,J,Sweden,Romania,0
1998,f,J,Sweden,Slovakia,0
1998,f,J,Sweden,Slovenia,0
1998,f,J,Sweden,Spain,0
1998,f,J,Sweden,Sweden,0
1998,f,J,Sweden,Switzerland,0
1998,f,J,Sweden,The Netherlands,8
1998,f,J,Sweden,Turkey,0
1998,f,J,Sweden,United Kingdom,7
1998,f,J,Switzerland,Belgium,4
1998,f,J,Switzerland,Croatia,5
1998,f,J,Switzerland,Cyprus,0
1998,f,J,Switzerland,Estonia,0
1998,f,J,Switzerland,F.Y.R. Macedonia,0
1998,f,J,Switzerland,Finland,0
1998,f,J,Switzerland,France,0
1998,f,J,Switzerland,Germany,12
1998,f,J,Switzerland,Greece,0
1998,f,J,Switzerland,Hungary,0
1998,f,J,Switzerland,Ireland,2
1998,f,J,Switzerland,Israel,10
1998,f,J,Switzerland,Malta,8
1998,f,J,Switzerland,Norway,1
1998,f,J,Switzerland,Poland,0
1998,f,J,Switzerland,Portugal,0
1998,f,J,Switzerland,Romania,0
1998,f,J,Switzerland,Slovakia,0
1998,f,J,Switzerland,Slovenia,0
1998,f,J,Switzerland,Spain,6
1998,f,J,Switzerland,Sweden,0
1998,f,J,Switzerland,Switzerland,0
1998,f,J,Switzerland,The Netherlands,7
1998,f,J,Switzerland,Turkey,0
1998,f,J,Switzerland,United Kingdom,3
1998,f,J,The Netherlands,Belgium,10
1998,f,J,The Netherlands,Croatia,4
1998,f,J,The Netherlands,Cyprus,0
1998,f,J,The Netherlands,Estonia,2
1998,f,J,The Netherlands,F.Y.R. Macedonia,0
1998,f,J,The Netherlands,Finland,0
1998,f,J,The Netherlands,France,0
1998,f,J,The Netherlands,Germany,12
1998,f,J,The Netherlands,Greece,0
1998,f,J,The Netherlands,Hungary,0
1998,f,J,The Netherlands,Ireland,0
1998,f,J,The Netherlands,Israel,6
1998,f,J,The Netherlands,Malta,8
1998,f,J,The Netherlands,Norway,3
1998,f,J,The Netherlands,Poland,0
1998,f,J,The Netherlands,Portugal,0
1998,f,J,The Netherlands,Romania,0
1998,f,J,The Netherlands,Slovakia,0
1998,f,J,The Netherlands,Slovenia,0
1998,f,J,The Netherlands,Spain,0
1998,f,J,The Netherlands,Sweden,5
1998,f,J,The Netherlands,Switzerland,0
1998,f,J,The Netherlands,The Netherlands,0
1998,f,J,The Netherlands,Turkey,1
1998,f,J,The Netherlands,United Kingdom,7
1998,f,J,Turkey,Belgium,1
1998,f,J,Turkey,Croatia,4
1998,f,J,Turkey,Cyprus,0
1998,f,J,Turkey,Estonia,0
1998,f,J,Turkey,F.Y.R. Macedonia,0
1998,f,J,Turkey,Finland,0
1998,f,J,Turkey,France,0
1998,f,J,Turkey,Germany,0
1998,f,J,Turkey,Greece,0
1998,f,J,Turkey,Hungary,0
1998,f,J,Turkey,Ireland,8
1998,f,J,Turkey,Israel,5
1998,f,J,Turkey,Malta,10
1998,f,J,Turkey,Norway,0
1998,f,J,Turkey,Poland,0
1998,f,J,Turkey,Portugal,6
1998,f,J,Turkey,Romania,0
1998,f,J,Turkey,Slovakia,0
1998,f,J,Turkey,Slovenia,3
1998,f,J,Turkey,Spain,0
1998,f,J,Turkey,Sweden,2
1998,f,J,Turkey,Switzerland,0
1998,f,J,Turkey,The Netherlands,7
1998,f,J,Turkey,Turkey,0
1998,f,J,Turkey,United Kingdom,12
1998,f,J,United Kingdom,Belgium,7
1998,f,J,United Kingdom,Croatia,2
1998,f,J,United Kingdom,Cyprus,3
1998,f,J,United Kingdom,Estonia,0
1998,f,J,United Kingdom,F.Y.R. Macedonia,0
1998,f,J,United Kingdom,Finland,0
1998,f,J,United Kingdom,France,0
1998,f,J,United Kingdom,Germany,6
1998,f,J,United Kingdom,Greece,0
1998,f,J,United Kingdom,Hungary,0
1998,f,J,United Kingdom,Ireland,8
1998,f,J,United Kingdom,Israel,5
1998,f,J,United Kingdom,Malta,12
1998,f,J,United Kingdom,Norway,4
1998,f,J,United Kingdom,Poland,0
1998,f,J,United Kingdom,Portugal,0
1998,f,J,United Kingdom,Romania,0
1998,f,J,United Kingdom,Slovakia,0
1998,f,J,United Kingdom,Slovenia,0
1998,f,J,United Kingdom,Spain,0
1998,f,J,United Kingdom,Sweden,1
1998,f,J,United Kingdom,Switzerland,0
1998,f,J,United Kingdom,The Netherlands,10
1998,f,J,United Kingdom,Turkey,0
1998,f,J,United Kingdom,United Kingdom,0
1999,f,J,Austria,Austria,0
1999,f,J,Austria,Belgium,0
1999,f,J,Austria,Bosnia & Herzegovina,12
1999,f,J,Austria,Croatia,8
1999,f,J,Austria,Cyprus,0
1999,f,J,Austria,Denmark,5
1999,f,J,Austria,Estonia,3
1999,f,J,Austria,France,0
1999,f,J,Austria,Germany,10
1999,f,J,Austria,Iceland,2
1999,f,J,Austria,Ireland,0
1999,f,J,Austria,Israel,1
1999,f,J,Austria,Lithuania,0
1999,f,J,Austria,Malta,7
1999,f,J,Austria,Norway,0
1999,f,J,Austria,Poland,0
1999,f,J,Austria,Portugal,0
1999,f,J,Austria,Slovenia,0
1999,f,J,Austria,Spain,0
1999,f,J,Austria,Sweden,6
1999,f,J,Austria,The Netherlands,4
1999,f,J,Austria,Turkey,0
1999,f,J,Austria,United Kingdom,0
1999,f,J,Belgium,Austria,6
1999,f,J,Belgium,Belgium,0
1999,f,J,Belgium,Bosnia & Herzegovina,1
1999,f,J,Belgium,Croatia,5
1999,f,J,Belgium,Cyprus,0
1999,f,J,Belgium,Denmark,0
1999,f,J,Belgium,Estonia,4
1999,f,J,Belgium,France,0
1999,f,J,Belgium,Germany,10
1999,f,J,Belgium,Iceland,8
1999,f,J,Belgium,Ireland,0
1999,f,J,Belgium,Israel,3
1999,f,J,Belgium,Lithuania,0
1999,f,J,Belgium,Malta,0
1999,f,J,Belgium,Norway,0
1999,f,J,Belgium,Poland,0
1999,f,J,Belgium,Portugal,0
1999,f,J,Belgium,Slovenia,2
1999,f,J,Belgium,Spain,0
1999,f,J,Belgium,Sweden,7
1999,f,J,Belgium,The Netherlands,12
1999,f,J,Belgium,Turkey,0
1999,f,J,Belgium,United Kingdom,0
1999,f,J,Bosnia & Herzegovina,Austria,0
1999,f,J,Bosnia & Herzegovina,Belgium,0
1999,f,J,Bosnia & Herzegovina,Bosnia & Herzegovina,0
1999,f,J,Bosnia & Herzegovina,Croatia,8
1999,f,J,Bosnia & Herzegovina,Cyprus,0
1999,f,J,Bosnia & Herzegovina,Denmark,0
1999,f,J,Bosnia & Herzegovina,Estonia,3
1999,f,J,Bosnia & Herzegovina,France,0
1999,f,J,Bosnia & Herzegovina,Germany,10
1999,f,J,Bosnia & Herzegovina,Iceland,0
1999,f,J,Bosnia & Herzegovina,Ireland,0
1999,f,J,Bosnia & Herzegovina,Israel,2
1999,f,J,Bosnia & Herzegovina,Lithuania,0
1999,f,J,Bosnia & Herzegovina,Malta,7
1999,f,J,Bosnia & Herzegovina,Norway,0
1999,f,J,Bosnia & Herzegovina,Poland,6
1999,f,J,Bosnia & Herzegovina,Portugal,0
1999,f,J,Bosnia & Herzegovina,Slovenia,5
1999,f,J,Bosnia & Herzegovina,Spain,0
1999,f,J,Bosnia & Herzegovina,Sweden,12
1999,f,J,Bosnia & Herzegovina,The Netherlands,4
1999,f,J,Bosnia & Herzegovina,Turkey,0
1999,f,J,Bosnia & Herzegovina,United Kingdom,1
1999,f,J,Croatia,Austria,0
1999,f,J,Croatia,Belgium,4
1999,f,J,Croatia,Bosnia & Herzegovina,10
1999,f,J,Croatia,Croatia,0
1999,f,J,Croatia,Cyprus,0
1999,f,J,Croatia,Denmark,0
1999,f,J,Croatia,Estonia,0
1999,f,J,Croatia,France,0
1999,f,J,Croatia,Germany,3
1999,f,J,Croatia,Iceland,0
1999,f,J,Croatia,Ireland,0
1999,f,J,Croatia,Israel,8
1999,f,J,Croatia,Lithuania,2
1999,f,J,Croatia,Malta,6
1999,f,J,Croatia,Norway,7
1999,f,J,Croatia,Poland,0
1999,f,J,Croatia,Portugal,0
1999,f,J,Croatia,Slovenia,12
1999,f,J,Croatia,Spain,1
1999,f,J,Croatia,Sweden,0
1999,f,J,Croatia,The Netherlands,0
1999,f,J,Croatia,Turkey,0
1999,f,J,Croatia,United Kingdom,5
1999,f,J,Cyprus,Austria,1
1999,f,J,Cyprus,Belgium,0
1999,f,J,Cyprus,Bosnia & Herzegovina,0
1999,f,J,Cyprus,Croatia,2
1999,f,J,Cyprus,Cyprus,0
1999,f,J,Cyprus,Denmark,8
1999,f,J,Cyprus,Estonia,0
1999,f,J,Cyprus,France,0
1999,f,J,Cyprus,Germany,0
1999,f,J,Cyprus,Iceland,12
1999,f,J,Cyprus,Ireland,0
1999,f,J,Cyprus,Israel,10
1999,f,J,Cyprus,Lithuania,5
1999,f,J,Cyprus,Malta,3
1999,f,J,Cyprus,Norway,7
1999,f,J,Cyprus,Poland,0
1999,f,J,Cyprus,Portugal,0
1999,f,J,Cyprus,Slovenia,0
1999,f,J,Cyprus,Spain,0
1999,f,J,Cyprus,Sweden,6
1999,f,J,Cyprus,The Netherlands,0
1999,f,J,Cyprus,Turkey,0
1999,f,J,Cyprus,United Kingdom,4
1999,f,J,Denmark,Austria,3
1999,f,J,Denmark,Belgium,0
1999,f,J,Denmark,Bosnia & Herzegovina,8
1999,f,J,Denmark,Croatia,0
1999,f,J,Denmark,Cyprus,0
1999,f,J,Denmark,Denmark,0
1999,f,J,Denmark,Estonia,4
1999,f,J,Denmark,France,0
1999,f,J,Denmark,Germany,5
1999,f,J,Denmark,Iceland,12
1999,f,J,Denmark,Ireland,0
1999,f,J,Denmark,Israel,2
1999,f,J,Denmark,Lithuania,0
1999,f,J,Denmark,Malta,0
1999,f,J,Denmark,Norway,6
1999,f,J,Denmark,Poland,0
1999,f,J,Denmark,Portugal,0
1999,f,J,Denmark,Slovenia,0
1999,f,J,Denmark,Spain,0
1999,f,J,Denmark,Sweden,10
1999,f,J,Denmark,The Netherlands,7
1999,f,J,Denmark,Turkey,0
1999,f,J,Denmark,United Kingdom,1
1999,f,J,Estonia,Austria,8
1999,f,J,Estonia,Belgium,5
1999,f,J,Estonia,Bosnia & Herzegovina,0
1999,f,J,Estonia,Croatia,3
1999,f,J,Estonia,Cyprus,0
1999,f,J,Estonia,Denmark,6
1999,f,J,Estonia,Estonia,0
1999,f,J,Estonia,France,0
1999,f,J,Estonia,Germany,7
1999,f,J,Estonia,Iceland,10
1999,f,J,Estonia,Ireland,0
1999,f,J,Estonia,Israel,4
1999,f,J,Estonia,Lithuania,2
1999,f,J,Estonia,Malta,1
1999,f,J,Estonia,Norway,0
1999,f,J,Estonia,Poland,0
1999,f,J,Estonia,Portugal,0
1999,f,J,Estonia,Slovenia,0
1999,f,J,Estonia,Spain,0
1999,f,J,Estonia,Sweden,12
1999,f,J,Estonia,The Netherlands,0
1999,f,J,Estonia,Turkey,0
1999,f,J,Estonia,United Kingdom,0
1999,f,J,France,Austria,0
1999,f,J,France,Belgium,2
1999,f,J,France,Bosnia & Herzegovina,6
1999,f,J,France,Croatia,7
1999,f,J,France,Cyprus,0
1999,f,J,France,Denmark,0
1999,f,J,France,Estonia,4
1999,f,J,France,France,0
1999,f,J,France,Germany,8
1999,f,J,France,Iceland,0
1999,f,J,France,Ireland,0
1999,f,J,France,Israel,10
1999,f,J,France,Lithuania,0
1999,f,J,France,Malta,0
1999,f,J,France,Norway,0
1999,f,J,France,Poland,0
1999,f,J,France,Portugal,12
1999,f,J,France,Slovenia,1
1999,f,J,France,Spain,0
1999,f,J,France,Sweden,3
1999,f,J,France,The Netherlands,0
1999,f,J,France,Turkey,5
1999,f,J,France,United Kingdom,0
1999,f,J,Germany,Austria,5
1999,f,J,Germany,Belgium,0
1999,f,J,Germany,Bosnia & Herzegovina,8
1999,f,J,Germany,Croatia,10
1999,f,J,Germany,Cyprus,0
1999,f,J,Germany,Denmark,0
1999,f,J,Germany,Estonia,6
1999,f,J,Germany,France,0
1999,f,J,Germany,Germany,0
1999,f,J,Germany,Iceland,3
1999,f,J,Germany,Ireland,0
1999,f,J,Germany,Israel,7
1999,f,J,Germany,Lithuania,0
1999,f,J,Germany,Malta,1
1999,f,J,Germany,Norway,0
1999,f,J,Germany,Poland,4
1999,f,J,Germany,Portugal,0
1999,f,J,Germany,Slovenia,0
1999,f,J,Germany,Spain,0
1999,f,J,Germany,Sweden,2
1999,f,J,Germany,The Netherlands,0
1999,f,J,Germany,Turkey,12
1999,f,J,Germany,United Kingdom,0
1999,f,J,Iceland,Austria,8
1999,f,J,Iceland,Belgium,0
1999,f,J,Iceland,Bosnia & Herzegovina,3
1999,f,J,Iceland,Croatia,4
1999,f,J,Iceland,Cyprus,0
1999,f,J,Iceland,Denmark,12
1999,f,J,Iceland,Estonia,2
1999,f,J,Iceland,France,0
1999,f,J,Iceland,Germany,5
1999,f,J,Iceland,Iceland,0
1999,f,J,Iceland,Ireland,0
1999,f,J,Iceland,Israel,1
1999,f,J,Iceland,Lithuania,0
1999,f,J,Iceland,Malta,0
1999,f,J,Iceland,Norway,7
1999,f,J,Iceland,Poland,0
1999,f,J,Iceland,Portugal,0
1999,f,J,Iceland,Slovenia,0
1999,f,J,Iceland,Spain,0
1999,f,J,Iceland,Sweden,10
1999,f,J,Iceland,The Netherlands,6
1999,f,J,Iceland,Turkey,0
1999,f,J,Iceland,United Kingdom,0
1999,f,J,Ireland,Austria,0
1999,f,J,Ireland,Belgium,10
1999,f,J,Ireland,Bosnia & Herzegovina,0
1999,f,J,Ireland,Croatia,6
1999,f,J,Ireland,Cyprus,0
1999,f,J,Ireland,Denmark,7
1999,f,J,Ireland,Estonia,8
1999,f,J,Ireland,France,2
1999,f,J,Ireland,Germany,0
1999,f,J,Ireland,Iceland,4
1999,f,J,Ireland,Ireland,0
1999,f,J,Ireland,Israel,0
1999,f,J,Ireland,Lithuania,0
1999,f,J,Ireland,Malta,0
1999,f,J,Ireland,Norway,3
1999,f,J,Ireland,Poland,0
1999,f,J,Ireland,Portugal,0
1999,f,J,Ireland,Slovenia,12
1999,f,J,Ireland,Spain,0
1999,f,J,Ireland,Sweden,5
1999,f,J,Ireland,The Netherlands,1
1999,f,J,Ireland,Turkey,0
1999,f,J,Ireland,United Kingdom,0
1999,f,J,Israel,Austria,0
1999,f,J,Israel,Belgium,5
1999,f,J,Israel,Bosnia & Herzegovina,0
1999,f,J,Israel,Croatia,7
1999,f,J,Israel,Cyprus,0
1999,f,J,Israel,Denmark,2
1999,f,J,Israel,Estonia,1
1999,f,J,Israel,France,0
1999,f,J,Israel,Germany,12
1999,f,J,Israel,Iceland,10
1999,f,J,Israel,Ireland,0
1999,f,J,Israel,Israel,0
1999,f,J,Israel,Lithuania,3
1999,f,J,Israel,Malta,0
1999,f,J,Israel,Norway,0
1999,f,J,Israel,Poland,0
1999,f,J,Israel,Portugal,0
1999,f,J,Israel,Slovenia,0
1999,f,J,Israel,Spain,0
1999,f,J,Israel,Sweden,8
1999,f,J,Israel,The Netherlands,6
1999,f,J,Israel,Turkey,0
1999,f,J,Israel,United Kingdom,4
1999,f,J,Lithuania,Austria,0
1999,f,J,Lithuania,Belgium,0
1999,f,J,Lithuania,Bosnia & Herzegovina,0
1999,f,J,Lithuania,Croatia,6
1999,f,J,Lithuania,Cyprus,0
1999,f,J,Lithuania,Denmark,0
1999,f,J,Lithuania,Estonia,1
1999,f,J,Lithuania,France,2
1999,f,J,Lithuania,Germany,0
1999,f,J,Lithuania,Iceland,8
1999,f,J,Lithuania,Ireland,12
1999,f,J,Lithuania,Israel,0
1999,f,J,Lithuania,Lithuania,0
1999,f,J,Lithuania,Malta,0
1999,f,J,Lithuania,Norway,0
1999,f,J,Lithuania,Poland,7
1999,f,J,Lithuania,Portugal,0
1999,f,J,Lithuania,Slovenia,10
1999,f,J,Lithuania,Spain,0
1999,f,J,Lithuania,Sweden,3
1999,f,J,Lithuania,The Netherlands,4
1999,f,J,Lithuania,Turkey,0
1999,f,J,Lithuania,United Kingdom,5
1999,f,J,Malta,Austria,0
1999,f,J,Malta,Belgium,0
1999,f,J,Malta,Bosnia & Herzegovina,0
1999,f,J,Malta,Croatia,5
1999,f,J,Malta,Cyprus,0
1999,f,J,Malta,Denmark,4
1999,f,J,Malta,Estonia,7
1999,f,J,Malta,France,0
1999,f,J,Malta,Germany,3
1999,f,J,Malta,Iceland,10
1999,f,J,Malta,Ireland,0
1999,f,J,Malta,Israel,6
1999,f,J,Malta,Lithuania,1
1999,f,J,Malta,Malta,0
1999,f,J,Malta,Norway,0
1999,f,J,Malta,Poland,0
1999,f,J,Malta,Portugal,0
1999,f,J,Malta,Slovenia,0
1999,f,J,Malta,Spain,0
1999,f,J,Malta,Sweden,12
1999,f,J,Malta,The Netherlands,2
1999,f,J,Malta,Turkey,0
1999,f,J,Malta,United Kingdom,8
1999,f,J,Norway,Austria,6
1999,f,J,Norway,Belgium,0
1999,f,J,Norway,Bosnia & Herzegovina,7
1999,f,J,Norway,Croatia,0
1999,f,J,Norway,Cyprus,0
1999,f,J,Norway,Denmark,0
1999,f,J,Norway,Estonia,5
1999,f,J,Norway,France,8
1999,f,J,Norway,Germany,3
1999,f,J,Norway,Iceland,10
1999,f,J,Norway,Ireland,1
1999,f,J,Norway,Israel,2
1999,f,J,Norway,Lithuania,0
1999,f,J,Norway,Malta,0
1999,f,J,Norway,Norway,0
1999,f,J,Norway,Poland,0
1999,f,J,Norway,Portugal,0
1999,f,J,Norway,Slovenia,0
1999,f,J,Norway,Spain,0
1999,f,J,Norway,Sweden,12
1999,f,J,Norway,The Netherlands,0
1999,f,J,Norway,Turkey,4
1999,f,J,Norway,United Kingdom,0
1999,f,J,Poland,Austria,3
1999,f,J,Poland,Belgium,2
1999,f,J,Poland,Bosnia & Herzegovina,5
1999,f,J,Poland,Croatia,7
1999,f,J,Poland,Cyprus,0
1999,f,J,Poland,Denmark,1
1999,f,J,Poland,Estonia,8
1999,f,J,Poland,France,0
1999,f,J,Poland,Germany,12
1999,f,J,Poland,Iceland,4
1999,f,J,Poland,Ireland,0
1999,f,J,Poland,Israel,10
1999,f,J,Poland,Lithuania,0
1999,f,J,Poland,Malta,0
1999,f,J,Poland,Norway,0
1999,f,J,Poland,Poland,0
1999,f,J,Poland,Portugal,0
1999,f,J,Poland,Slovenia,0
1999,f,J,Poland,Spain,0
1999,f,J,Poland,Sweden,6
1999,f,J,Poland,The Netherlands,0
1999,f,J,Poland,Turkey,0
1999,f,J,Poland,United Kingdom,0
1999,f,J,Portugal,Austria,5
1999,f,J,Portugal,Belgium,0
1999,f,J,Portugal,Bosnia & Herzegovina,0
1999,f,J,Portugal,Croatia,6
1999,f,J,Portugal,Cyprus,0
1999,f,J,Portugal,Denmark,3
1999,f,J,Portugal,Estonia,7
1999,f,J,Portugal,France,0
1999,f,J,Portugal,Germany,12
1999,f,J,Portugal,Iceland,4
1999,f,J,Portugal,Ireland,0
1999,f,J,Portugal,Israel,8
1999,f,J,Portugal,Lithuania,0
1999,f,J,Portugal,Malta,1
1999,f,J,Portugal,Norway,0
1999,f,J,Portugal,Poland,0
1999,f,J,Portugal,Portugal,0
1999,f,J,Portugal,Slovenia,0
1999,f,J,Portugal,Spain,0
1999,f,J,Portugal,Sweden,10
1999,f,J,Portugal,The Netherlands,2
1999,f,J,Portugal,Turkey,0
1999,f,J,Portugal,United Kingdom,0
1999,f,J,Slovenia,Austria,4
1999,f,J,Slovenia,Belgium,0
1999,f,J,Slovenia,Bosnia & Herzegovina,10
1999,f,J,Slovenia,Croatia,12
1999,f,J,Slovenia,Cyprus,0
1999,f,J,Slovenia,Denmark,5
1999,f,J,Slovenia,Estonia,8
1999,f,J,Slovenia,France,0
1999,f,J,Slovenia,Germany,6
1999,f,J,Slovenia,Iceland,0
1999,f,J,Slovenia,Ireland,0
1999,f,J,Slovenia,Israel,1
1999,f,J,Slovenia,Lithuania,0
1999,f,J,Slovenia,Malta,0
1999,f,J,Slovenia,Norway,0
1999,f,J,Slovenia,Poland,0
1999,f,J,Slovenia,Portugal,0
1999,f,J,Slovenia,Slovenia,0
1999,f,J,Slovenia,Spain,0
1999,f,J,Slovenia,Sweden,7
1999,f,J,Slovenia,The Netherlands,3
1999,f,J,Slovenia,Turkey,0
1999,f,J,Slovenia,United Kingdom,2
1999,f,J,Spain,Austria,0
1999,f,J,Spain,Belgium,0
1999,f,J,Spain,Bosnia & Herzegovina,0
1999,f,J,Spain,Croatia,12
1999,f,J,Spain,Cyprus,0
1999,f,J,Spain,Denmark,5
1999,f,J,Spain,Estonia,1
1999,f,J,Spain,France,0
1999,f,J,Spain,Germany,7
1999,f,J,Spain,Iceland,10
1999,f,J,Spain,Ireland,0
1999,f,J,Spain,Israel,8
1999,f,J,Spain,Lithuania,0
1999,f,J,Spain,Malta,0
1999,f,J,Spain,Norway,0
1999,f,J,Spain,Poland,0
1999,f,J,Spain,Portugal,0
1999,f,J,Spain,Slovenia,2
1999,f,J,Spain,Spain,0
1999,f,J,Spain,Sweden,6
