,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
385,0.629,0.862,8,-5.142,0,0.0403,0.00289,4.96e-05,0.251,0.396,115.998,audio_features,1pWm08q3oWv09VmRfLeGbV,spotify:track:1pWm08q3oWv09VmRfLeGbV,https://api.spotify.com/v1/tracks/1pWm08q3oWv09VmRfLeGbV,https://api.spotify.com/v1/audio-analysis/1pWm08q3oWv09VmRfLeGbV,245449,4,One More Day
386,0.53,0.512,2,-8.37,1,0.0296,0.166,3.57e-06,0.09,0.184,73.057,audio_features,2rckqWWzE0HM3C6ZppBr0f,spotify:track:2rckqWWzE0HM3C6ZppBr0f,https://api.spotify.com/v1/tracks/2rckqWWzE0HM3C6ZppBr0f,https://api.spotify.com/v1/audio-analysis/2rckqWWzE0HM3C6ZppBr0f,186000,4,Da Da Dam
387,0.677,0.917,7,-2.664,1,0.0392,0.0166,0.118,0.102,0.179,137.044,audio_features,0ZDb5n47Z6FTmc7V2m8VEf,spotify:track:0ZDb5n47Z6FTmc7V2m8VEf,https://api.spotify.com/v1/tracks/0ZDb5n47Z6FTmc7V2m8VEf,https://api.spotify.com/v1/audio-analysis/0ZDb5n47Z6FTmc7V2m8VEf,179213,4,One Life
388,0.55,0.892,6,-6.448,1,0.119,0.0118,0.0,0.0653,0.602,127.984,audio_features,78Wrca7x1gtBUjmOMIxSXH,spotify:track:78Wrca7x1gtBUjmOMIxSXH,https://api.spotify.com/v1/tracks/78Wrca7x1gtBUjmOMIxSXH,https://api.spotify.com/v1/audio-analysis/78Wrca7x1gtBUjmOMIxSXH,181267,4,Celebrate
389,0.529,0.648,6,-8.2,0,0.029,0.451,0.0,0.0364,0.386,84.111,audio_features,60w4OUxN2PmTnlrgk4aRBX,spotify:track:60w4OUxN2PmTnlrgk4aRBX,https://api.spotify.com/v1/tracks/60w4OUxN2PmTnlrgk4aRBX,https://api.spotify.com/v1/audio-analysis/60w4OUxN2PmTnlrgk4aRBX,177093,4,Love in Rewind
390,0.506,0.466,7,-5.01,1,0.0382,0.213,0.0,0.0953,0.0981,122.785,audio_features,6w44eqrgNiCQqPNwGaTSSJ,spotify:track:6w44eqrgNiCQqPNwGaTSSJ,https://api.spotify.com/v1/tracks/6w44eqrgNiCQqPNwGaTSSJ,https://api.spotify.com/v1/audio-analysis/6w44eqrgNiCQqPNwGaTSSJ,179819,4,The Secret Is Love
391,0.645,0.674,0,-6.939,0,0.401,0.622,0.0,0.2,0.667,176.116,audio_features,1iSpYnxIYAg8gL7IXVqocP,spotify:track:1iSpYnxIYAg8gL7IXVqocP,https://api.spotify.com/v1/tracks/1iSpYnxIYAg8gL7IXVqocP,https://api.spotify.com/v1/audio-analysis/1iSpYnxIYAg8gL7IXVqocP,178013,4,With Love Baby
392,0.74,0.888,4,-3.857,0,0.0613,0.0073,0.0037,0.104,0.805,148.032,audio_features,4AUdbSiP8eGcJK75p4bIDK,spotify:track:4AUdbSiP8eGcJK75p4bIDK,https://api.spotify.com/v1/tracks/4AUdbSiP8eGcJK75p4bIDK,https://api.spotify.com/v1/audio-analysis/4AUdbSiP8eGcJK75p4bIDK,229747,4,So Lucky
393,0.535,0.963,9,-4.654,1,0.0966,0.000547,0.0,0.0525,0.489,125.019,audio_features,64WR5TPXZZ2wsWYA3enKfK,spotify:track:64WR5TPXZZ2wsWYA3enKfK,https://api.spotify.com/v1/tracks/64WR5TPXZZ2wsWYA3enKfK,https://api.spotify.com/v1/audio-analysis/64WR5TPXZZ2wsWYA3enKfK,180813,4,Popular
394,0.281,0.812,5,-2.714,0,0.0416,0.0845,3.53e-05,0.114,0.315,176.262,audio_features,18JxAvZNiJ8387A3As20mg,spotify:track:18JxAvZNiJ8387A3As20mg,https://api.spotify.com/v1/tracks/18JxAvZNiJ8387A3As20mg,https://api.spotify.com/v1/audio-analysis/18JxAvZNiJ8387A3As20mg,181987,4,No One
395,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,audio_features,37s8uwIjw72XfMseKJXNOO,spotify:track:37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/tracks/37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/audio-analysis/37s8uwIjw72XfMseKJXNOO,155009,4,Rockefeller Street
396,0.643,0.792,10,-4.809,1,0.0432,0.0202,0.0,0.0728,0.688,125.04,audio_features,5W2K29MoGY3oebryGP2Hat,spotify:track:5W2K29MoGY3oebryGP2Hat,https://api.spotify.com/v1/tracks/5W2K29MoGY3oebryGP2Hat,https://api.spotify.com/v1/audio-analysis/5W2K29MoGY3oebryGP2Hat,185280,4,Angel in Disguise
397,0.496,0.668,7,-6.276,1,0.0293,0.157,0.0,0.102,0.408,146.929,audio_features,0roS9EnPrJlnpdyBtcie8R,spotify:track:0roS9EnPrJlnpdyBtcie8R,https://api.spotify.com/v1/tracks/0roS9EnPrJlnpdyBtcie8R,https://api.spotify.com/v1/audio-analysis/0roS9EnPrJlnpdyBtcie8R,181774,4,New Tomorrow
398,0.305,0.747,10,-3.739,0,0.0456,0.788,0.0884,0.118,0.274,127.773,audio_features,1eGfYqCI1IDqErWMnlDJiu,spotify:track:1eGfYqCI1IDqErWMnlDJiu,https://api.spotify.com/v1/tracks/1eGfYqCI1IDqErWMnlDJiu,https://api.spotify.com/v1/audio-analysis/1eGfYqCI1IDqErWMnlDJiu,175547,4,Sognu
399,0.46,0.899,9,-6.169,1,0.0659,0.00148,0.413,0.0598,0.568,118.057,audio_features,3G1jhQZfX2NkZcSPQi2MLe,spotify:track:3G1jhQZfX2NkZcSPQi2MLe,https://api.spotify.com/v1/tracks/3G1jhQZfX2NkZcSPQi2MLe,https://api.spotify.com/v1/audio-analysis/3G1jhQZfX2NkZcSPQi2MLe,184533,4,I Can
400,0.346,0.708,0,-3.709,0,0.0339,0.156,0.0,0.0379,0.444,134.661,audio_features,474ttLFHSFeDAEzBgiNpDf,spotify:track:474ttLFHSFeDAEzBgiNpDf,https://api.spotify.com/v1/tracks/474ttLFHSFeDAEzBgiNpDf,https://api.spotify.com/v1/audio-analysis/474ttLFHSFeDAEzBgiNpDf,182701,4,Never Forget
401,0.635,0.858,11,-5.092,0,0.0339,0.00173,2.14e-05,0.296,0.87,110.011,audio_features,47qzVDvkWDUu3yUL3jnFlC,spotify:track:47qzVDvkWDUu3yUL3jnFlC,https://api.spotify.com/v1/tracks/47qzVDvkWDUu3yUL3jnFlC,https://api.spotify.com/v1/audio-analysis/47qzVDvkWDUu3yUL3jnFlC,179440,4,Aphrodisiac
402,0.731,0.82,8,-6.39,0,0.0455,0.0595,0.000103,0.315,0.918,119.982,audio_features,3TBp9lFpGPTB2Goiq2fcV3,spotify:track:3TBp9lFpGPTB2Goiq2fcV3,https://api.spotify.com/v1/tracks/3TBp9lFpGPTB2Goiq2fcV3,https://api.spotify.com/v1/audio-analysis/3TBp9lFpGPTB2Goiq2fcV3,185775,4,Beautiful Song
403,0.285,0.33,10,-5.148,0,0.0343,0.798,2.42e-05,0.109,0.0933,73.897,audio_features,1ulbWiFaKvwdLzYOGOS7FC,spotify:track:1ulbWiFaKvwdLzYOGOS7FC,https://api.spotify.com/v1/tracks/1ulbWiFaKvwdLzYOGOS7FC,https://api.spotify.com/v1/audio-analysis/1ulbWiFaKvwdLzYOGOS7FC,254272,3,Suus
404,0.703,0.809,0,-4.897,1,0.0518,0.0253,0.000341,0.276,0.812,126.99,audio_features,73VPoYetnfQbWT8R9QJzaD,spotify:track:73VPoYetnfQbWT8R9QJzaD,https://api.spotify.com/v1/tracks/73VPoYetnfQbWT8R9QJzaD,https://api.spotify.com/v1/audio-analysis/73VPoYetnfQbWT8R9QJzaD,218540,4,Zaleilah
405,0.493,0.945,2,-2.717,1,0.0432,0.0108,0.0,0.0781,0.5,143.868,audio_features,4jugenbPVVIY9CQfkRW1hX,spotify:track:4jugenbPVVIY9CQfkRW1hX,https://api.spotify.com/v1/tracks/4jugenbPVVIY9CQfkRW1hX,https://api.spotify.com/v1/audio-analysis/4jugenbPVVIY9CQfkRW1hX,185640,4,Unbreakable
406,0.46,0.854,11,-3.417,1,0.0438,0.00526,1.45e-06,0.0696,0.733,130.075,audio_features,3zg9jZnIuLlzjvEot8C41R,spotify:track:3zg9jZnIuLlzjvEot8C41R,https://api.spotify.com/v1/tracks/3zg9jZnIuLlzjvEot8C41R,https://api.spotify.com/v1/audio-analysis/3zg9jZnIuLlzjvEot8C41R,177067,4,Time
407,0.728,0.946,8,-3.973,0,0.0649,0.412,8.06e-06,0.132,0.9,106.36,audio_features,0Vzs9Npd4fvkRi3utSF2E3,spotify:track:0Vzs9Npd4fvkRi3utSF2E3,https://api.spotify.com/v1/tracks/0Vzs9Npd4fvkRi3utSF2E3,https://api.spotify.com/v1/audio-analysis/0Vzs9Npd4fvkRi3utSF2E3,180000,4,The Social Network Song Oh Oh  Uh  Oh Oh
408,0.743,0.711,11,-4.677,0,0.125,0.00622,0.00325,0.403,0.33,130.005,audio_features,6AWc8api5YhPCddOO6VqhY,spotify:track:6AWc8api5YhPCddOO6VqhY,https://api.spotify.com/v1/tracks/6AWc8api5YhPCddOO6VqhY,https://api.spotify.com/v1/audio-analysis/6AWc8api5YhPCddOO6VqhY,430827,4,Sound of Our Hearts
409,0.869,0.846,0,-2.094,1,0.0402,0.0404,0.0,0.418,0.892,121.009,audio_features,3AU80CcVYMgiSBXBjJ2R5z,spotify:track:3AU80CcVYMgiSBXBjJ2R5z,https://api.spotify.com/v1/tracks/3AU80CcVYMgiSBXBjJ2R5z,https://api.spotify.com/v1/audio-analysis/3AU80CcVYMgiSBXBjJ2R5z,177493,4,Woki mit deim Popo
410,0.658,0.726,10,-5.424,1,0.0392,0.000958,1.7e-06,0.0809,0.852,144.042,audio_features,0xCMGAf80y3dUevG2qXpvS,spotify:track:0xCMGAf80y3dUevG2qXpvS,https://api.spotify.com/v1/tracks/0xCMGAf80y3dUevG2qXpvS,https://api.spotify.com/v1/audio-analysis/0xCMGAf80y3dUevG2qXpvS,183093,3,Waterline
411,0.377,0.73,5,-6.984,1,0.0546,0.592,1.8e-06,0.865,0.353,87.628,audio_features,06yHUA1bk2QnwjtXAvufcE,spotify:track:06yHUA1bk2QnwjtXAvufcE,https://api.spotify.com/v1/tracks/06yHUA1bk2QnwjtXAvufcE,https://api.spotify.com/v1/audio-analysis/06yHUA1bk2QnwjtXAvufcE,222882,4,Nije ljubav stvar Nije ljubav stvar
412,0.684,0.648,6,-5.742,1,0.0241,0.173,0.0,0.0815,0.736,98.01,audio_features,6su3C6ckGFuLPq3j9XcVix,spotify:track:6su3C6ckGFuLPq3j9XcVix,https://api.spotify.com/v1/tracks/6su3C6ckGFuLPq3j9XcVix,https://api.spotify.com/v1/audio-analysis/6su3C6ckGFuLPq3j9XcVix,181820,4,You and Me
413,0.651,0.874,0,-4.176,1,0.0404,0.00118,0.0,0.0678,0.636,122.02,audio_features,3crsaMSUy4NWIm0ARcMRFK,spotify:track:3crsaMSUy4NWIm0ARcMRFK,https://api.spotify.com/v1/tracks/3crsaMSUy4NWIm0ARcMRFK,https://api.spotify.com/v1/audio-analysis/3crsaMSUy4NWIm0ARcMRFK,182480,4,This Is the Night
414,0.519,0.886,1,-3.781,0,0.0427,0.00616,0.0,0.0797,0.521,119.984,audio_features,3AbXaLUm16SoW9Q9mxxt66,spotify:track:3AbXaLUm16SoW9Q9mxxt66,https://api.spotify.com/v1/tracks/3AbXaLUm16SoW9Q9mxxt66,https://api.spotify.com/v1/audio-analysis/3AbXaLUm16SoW9Q9mxxt66,181848,4,We Are the Heroes
415,0.577,0.849,6,-3.87,1,0.0682,0.754,0.0,0.0984,0.475,107.909,audio_features,7xZHQYJfDNrt0mFYO3TgJX,spotify:track:7xZHQYJfDNrt0mFYO3TgJX,https://api.spotify.com/v1/tracks/7xZHQYJfDNrt0mFYO3TgJX,https://api.spotify.com/v1/audio-analysis/7xZHQYJfDNrt0mFYO3TgJX,176663,4,Vida minha
416,0.751,0.663,11,-9.337,0,0.137,0.145,2.56e-05,0.361,0.863,130.032,audio_features,7gz29qHG6NQp1fPPPeJP2g,spotify:track:7gz29qHG6NQp1fPPPeJP2g,https://api.spotify.com/v1/tracks/7gz29qHG6NQp1fPPPeJP2g,https://api.spotify.com/v1/audio-analysis/7gz29qHG6NQp1fPPPeJP2g,205987,4,Love Unlimited
417,0.362,0.538,5,-6.361,0,0.0289,0.308,0.0,0.114,0.117,131.96,audio_features,7LJkJLyMEkih27lzpNQkFs,spotify:track:7LJkJLyMEkih27lzpNQkFs,https://api.spotify.com/v1/tracks/7LJkJLyMEkih27lzpNQkFs,https://api.spotify.com/v1/audio-analysis/7LJkJLyMEkih27lzpNQkFs,186867,4,Verjamem
418,0.519,0.65,7,-6.123,0,0.0474,0.462,0.0,0.0776,0.31,112.823,audio_features,6CNqu3IbgZX70HkUC0K5Ll,spotify:track:6CNqu3IbgZX70HkUC0K5Ll,https://api.spotify.com/v1/tracks/6CNqu3IbgZX70HkUC0K5Ll,https://api.spotify.com/v1/audio-analysis/6CNqu3IbgZX70HkUC0K5Ll,187053,4,Nebo
419,0.562,0.783,11,-4.727,0,0.0428,0.135,1.44e-05,0.282,0.391,132.06,audio_features,4Qh4H4KxrlvTjPA6sAJC07,spotify:track:4Qh4H4KxrlvTjPA6sAJC07,https://api.spotify.com/v1/tracks/4Qh4H4KxrlvTjPA6sAJC07,https://api.spotify.com/v1/audio-analysis/4Qh4H4KxrlvTjPA6sAJC07,181787,4,Euphoria
420,0.698,0.959,4,-5.127,1,0.0721,0.183,0.0,0.726,0.639,102.022,audio_features,6Sa2IXbpv1TTpYdBY0dJXH,spotify:track:6Sa2IXbpv1TTpYdBY0dJXH,https://api.spotify.com/v1/tracks/6Sa2IXbpv1TTpYdBY0dJXH,https://api.spotify.com/v1/audio-analysis/6Sa2IXbpv1TTpYdBY0dJXH,181745,4,Love Me Back
421,0.354,0.445,5,-7.234,1,0.0323,0.204,8.98e-06,0.119,0.165,128.735,audio_features,4AKJSL7TqJ1JwSdTMm45ht,spotify:track:4AKJSL7TqJ1JwSdTMm45ht,https://api.spotify.com/v1/tracks/4AKJSL7TqJ1JwSdTMm45ht,https://api.spotify.com/v1/audio-analysis/4AKJSL7TqJ1JwSdTMm45ht,259000,4,Kuula
422,0.607,0.905,5,-3.085,0,0.107,0.00462,0.0,0.0826,0.589,127.011,audio_features,5HQMKE5LBF60BRjUSYc991,spotify:track:5HQMKE5LBF60BRjUSYc991,https://api.spotify.com/v1/tracks/5HQMKE5LBF60BRjUSYc991,https://api.spotify.com/v1/audio-analysis/5HQMKE5LBF60BRjUSYc991,179147,4,Stay
423,0.379,0.347,9,-7.503,1,0.0321,0.715,0.0,0.244,0.436,122.308,audio_features,2pDv9QdZ6hpdGyi0qFG8Js,spotify:track:2pDv9QdZ6hpdGyi0qFG8Js,https://api.spotify.com/v1/tracks/2pDv9QdZ6hpdGyi0qFG8Js,https://api.spotify.com/v1/audio-analysis/2pDv9QdZ6hpdGyi0qFG8Js,183787,4,Korake ti znam
424,0.462,0.317,2,-8.373,0,0.0292,0.859,0.0,0.143,0.236,120.137,audio_features,0gbIrlLpSKnonxTfdWI3zA,spotify:track:0gbIrlLpSKnonxTfdWI3zA,https://api.spotify.com/v1/tracks/0gbIrlLpSKnonxTfdWI3zA,https://api.spotify.com/v1/audio-analysis/0gbIrlLpSKnonxTfdWI3zA,178867,3,Love Will Set You Free
425,0.58,0.786,10,-4.864,1,0.0332,0.00434,0.0,0.105,0.7,136.95,audio_features,1iqnkBWge47Yhboceuceas,spotify:track:1iqnkBWge47Yhboceuceas,https://api.spotify.com/v1/tracks/1iqnkBWge47Yhboceuceas,https://api.spotify.com/v1/audio-analysis/1iqnkBWge47Yhboceuceas,183520,4,Echo You and I
426,0.224,0.591,1,-4.425,0,0.0332,0.605,2.38e-05,0.433,0.303,184.842,audio_features,1w2jm6QteAq3qw9xAYSe2W,spotify:track:1w2jm6QteAq3qw9xAYSe2W,https://api.spotify.com/v1/tracks/1w2jm6QteAq3qw9xAYSe2W,https://api.spotify.com/v1/audio-analysis/1w2jm6QteAq3qw9xAYSe2W,179995,3,When the Music Dies
427,0.494,0.657,8,-5.366,1,0.025,0.357,0.0,0.52,0.198,84.009,audio_features,1TPrt3IdwHKzGwLBXbnf7N,spotify:track:1TPrt3IdwHKzGwLBXbnf7N,https://api.spotify.com/v1/tracks/1TPrt3IdwHKzGwLBXbnf7N,https://api.spotify.com/v1/audio-analysis/1TPrt3IdwHKzGwLBXbnf7N,182893,4,Quedate conmigo
428,0.469,0.592,5,-5.468,1,0.0274,0.766,0.0,0.0745,0.325,78.021,audio_features,1w1jGtu195Gl7yHHvddywa,spotify:track:1w1jGtu195Gl7yHHvddywa,https://api.spotify.com/v1/tracks/1w1jGtu195Gl7yHHvddywa,https://api.spotify.com/v1/audio-analysis/1w1jGtu195Gl7yHHvddywa,183947,4,Et uus saaks alguse
429,0.548,0.795,2,-4.577,1,0.0453,0.000253,1.1e-06,0.0818,0.107,128.012,audio_features,7BkwOMK3ah65Daw5CHymJB,spotify:track:7BkwOMK3ah65Daw5CHymJB,https://api.spotify.com/v1/tracks/7BkwOMK3ah65Daw5CHymJB,https://api.spotify.com/v1/audio-analysis/7BkwOMK3ah65Daw5CHymJB,396426,4,Straight into Love
430,0.284,0.524,6,-8.047,1,0.0363,0.288,0.000276,0.156,0.287,200.25,audio_features,4sIZsqn8aSwT6omfUdu9Ma,spotify:track:4sIZsqn8aSwT6omfUdu9Ma,https://api.spotify.com/v1/tracks/4sIZsqn8aSwT6omfUdu9Ma,https://api.spotify.com/v1/audio-analysis/4sIZsqn8aSwT6omfUdu9Ma,185467,4,Mizerja
431,0.656,0.833,0,-5.016,1,0.0433,0.325,0.0,0.0955,0.551,110.989,audio_features,5bAAaO6LcmAHJZotglpEs0,spotify:track:5bAAaO6LcmAHJZotglpEs0,https://api.spotify.com/v1/tracks/5bAAaO6LcmAHJZotglpEs0,https://api.spotify.com/v1/audio-analysis/5bAAaO6LcmAHJZotglpEs0,184351,4,Only Teardrops
432,0.323,0.779,0,-3.808,1,0.0786,0.521,0.0,0.295,0.455,175.715,audio_features,0d3CHhMj2veGNsFJ8bpeT2,spotify:track:0d3CHhMj2veGNsFJ8bpeT2,https://api.spotify.com/v1/tracks/0d3CHhMj2veGNsFJ8bpeT2,https://api.spotify.com/v1/audio-analysis/0d3CHhMj2veGNsFJ8bpeT2,180042,4,Gravity
433,0.167,0.407,11,-8.262,1,0.0324,0.614,0.0,0.112,0.0922,85.474,audio_features,5FYmx75rnDhzgOT513vvDa,spotify:track:5FYmx75rnDhzgOT513vvDa,https://api.spotify.com/v1/tracks/5FYmx75rnDhzgOT513vvDa,https://api.spotify.com/v1/audio-analysis/5FYmx75rnDhzgOT513vvDa,203027,4,Birds
434,0.534,0.738,5,-4.974,1,0.0295,0.0267,2.09e-05,0.102,0.517,129.924,audio_features,7pyDcgyq6T2lNuJEYwhSlX,spotify:track:7pyDcgyq6T2lNuJEYwhSlX,https://api.spotify.com/v1/tracks/7pyDcgyq6T2lNuJEYwhSlX,https://api.spotify.com/v1/audio-analysis/7pyDcgyq6T2lNuJEYwhSlX,187874,4,Something
435,0.81,0.91,11,-5.104,0,0.0468,0.0198,0.00284,0.282,0.602,94.983,audio_features,1PYaCFko32RUtuSMuQTRAT,spotify:track:1PYaCFko32RUtuSMuQTRAT,https://api.spotify.com/v1/tracks/1PYaCFko32RUtuSMuQTRAT,https://api.spotify.com/v1/audio-analysis/1PYaCFko32RUtuSMuQTRAT,179827,4,Solayoh
436,0.621,0.718,2,-2.99,0,0.0306,0.563,0.0,0.182,0.311,128.02,audio_features,2OQ8r8PyqHRQgP5rZoNk5K,spotify:track:2OQ8r8PyqHRQgP5rZoNk5K,https://api.spotify.com/v1/tracks/2OQ8r8PyqHRQgP5rZoNk5K,https://api.spotify.com/v1/audio-analysis/2OQ8r8PyqHRQgP5rZoNk5K,183422,4,O mie
437,0.541,0.834,0,-5.258,0,0.0663,0.00498,0.0,0.191,0.355,128.012,audio_features,4LVHVbWMCthAmnN9RJOqip,spotify:track:4LVHVbWMCthAmnN9RJOqip,https://api.spotify.com/v1/tracks/4LVHVbWMCthAmnN9RJOqip,https://api.spotify.com/v1/audio-analysis/4LVHVbWMCthAmnN9RJOqip,180000,4,Only Love Survives
438,0.464,0.681,6,-6.572,1,0.0347,0.0113,0.0,0.171,0.347,132.161,audio_features,0FyoA6hNmCcGN5JKx8Rddp,spotify:track:0FyoA6hNmCcGN5JKx8Rddp,https://api.spotify.com/v1/tracks/0FyoA6hNmCcGN5JKx8Rddp,https://api.spotify.com/v1/audio-analysis/0FyoA6hNmCcGN5JKx8Rddp,180893,4,Love Kills
439,0.587,0.919,5,-3.85,1,0.0483,0.00191,0.0,0.361,0.567,100.065,audio_features,7fWQc4UNELiPfWj2Epeezh,spotify:track:7fWQc4UNELiPfWj2Epeezh,https://api.spotify.com/v1/tracks/7fWQc4UNELiPfWj2Epeezh,https://api.spotify.com/v1/audio-analysis/7fWQc4UNELiPfWj2Epeezh,222453,4,Here We Go
440,0.348,0.831,3,-4.59,0,0.072,0.454,0.0,0.151,0.602,151.667,audio_features,3CwS3gyTxTDx73pYii5pPs,spotify:track:3CwS3gyTxTDx73pYii5pPs,https://api.spotify.com/v1/tracks/3CwS3gyTxTDx73pYii5pPs,https://api.spotify.com/v1/audio-analysis/3CwS3gyTxTDx73pYii5pPs,176591,3,Crisalide Vola
441,0.511,0.778,10,-3.605,0,0.0292,0.0123,0.0,0.184,0.359,89.998,audio_features,2Xfav1hvYvP7pBAumIQLxC,spotify:track:2Xfav1hvYvP7pBAumIQLxC,https://api.spotify.com/v1/tracks/2Xfav1hvYvP7pBAumIQLxC,https://api.spotify.com/v1/audio-analysis/2Xfav1hvYvP7pBAumIQLxC,174571,4,Hold Me
442,0.795,0.737,6,-8.236,0,0.137,0.00484,2.98e-06,0.0702,0.843,145.011,audio_features,6oBYYucMpYn0swsAwWfgmd,spotify:track:6oBYYucMpYn0swsAwWfgmd,https://api.spotify.com/v1/tracks/6oBYYucMpYn0swsAwWfgmd,https://api.spotify.com/v1/audio-analysis/6oBYYucMpYn0swsAwWfgmd,189640,4,Marry Me
443,0.58,0.605,9,-9.012,1,0.0406,0.782,0.0,0.105,0.727,199.848,audio_features,7eF7dc2aO9MvAtP8AFCQ7B,spotify:track:7eF7dc2aO9MvAtP8AFCQ7B,https://api.spotify.com/v1/tracks/7eF7dc2aO9MvAtP8AFCQ7B,https://api.spotify.com/v1/audio-analysis/7eF7dc2aO9MvAtP8AFCQ7B,188093,4,Tomorrow
444,0.493,0.339,9,-8.702,1,0.0255,0.503,0.0,0.124,0.394,74.93,audio_features,4Q0yu5ez3b3zFaTLNtdduq,spotify:track:4Q0yu5ez3b3zFaTLNtdduq,https://api.spotify.com/v1/tracks/4Q0yu5ez3b3zFaTLNtdduq,https://api.spotify.com/v1/audio-analysis/4Q0yu5ez3b3zFaTLNtdduq,180962,4,Eg a lif
445,0.656,0.644,5,-7.089,1,0.0761,0.432,0.0,0.159,0.543,171.763,audio_features,4TehWvsJK8Inb4esGxtNDc,spotify:track:4TehWvsJK8Inb4esGxtNDc,https://api.spotify.com/v1/tracks/4TehWvsJK8Inb4esGxtNDc,https://api.spotify.com/v1/audio-analysis/4TehWvsJK8Inb4esGxtNDc,186977,4,Kedvesem Zoohacker Remix
446,0.3,0.952,11,-4.418,0,0.453,0.004,0.000231,0.245,0.392,192.179,audio_features,24C9Klv9ddyg0TMs0DcCV3,spotify:track:24C9Klv9ddyg0TMs0DcCV3,https://api.spotify.com/v1/tracks/24C9Klv9ddyg0TMs0DcCV3,https://api.spotify.com/v1/audio-analysis/24C9Klv9ddyg0TMs0DcCV3,182573,4,I Feed You My Love
447,0.642,0.849,4,-8.803,1,0.0323,0.0012,9.61e-06,0.096,0.775,105.017,audio_features,6iTD7ux4v0qVd1I11LbiUe,spotify:track:6iTD7ux4v0qVd1I11LbiUe,https://api.spotify.com/v1/tracks/6iTD7ux4v0qVd1I11LbiUe,https://api.spotify.com/v1/audio-analysis/6iTD7ux4v0qVd1I11LbiUe,242000,4,Identitet
448,0.585,0.758,8,-8.389,0,0.0361,2.01e-05,0.875,0.0465,0.692,134.024,audio_features,5WswfKy1OPlAl2f7Fa1VI8,spotify:track:5WswfKy1OPlAl2f7Fa1VI8,https://api.spotify.com/v1/tracks/5WswfKy1OPlAl2f7Fa1VI8,https://api.spotify.com/v1/audio-analysis/5WswfKy1OPlAl2f7Fa1VI8,178413,4,You and Me
449,0.503,0.913,11,-4.921,0,0.0903,0.201,0.0,0.134,0.542,134.98,audio_features,1RCLwB4gj44JWKtjn0Kwok,spotify:track:1RCLwB4gj44JWKtjn0Kwok,https://api.spotify.com/v1/tracks/1RCLwB4gj44JWKtjn0Kwok,https://api.spotify.com/v1/audio-analysis/1RCLwB4gj44JWKtjn0Kwok,180000,4,Its My Life
450,0.551,0.615,1,-4.921,0,0.0344,0.00762,1.01e-06,0.328,0.344,179.953,audio_features,3mwZp69BqdKAkstJQyrcNd,spotify:track:3mwZp69BqdKAkstJQyrcNd,https://api.spotify.com/v1/tracks/3mwZp69BqdKAkstJQyrcNd,https://api.spotify.com/v1/audio-analysis/3mwZp69BqdKAkstJQyrcNd,178853,4,Lenfer et moi
451,0.564,0.856,7,-5.075,0,0.0538,0.00314,3.74e-05,0.312,0.319,127.983,audio_features,1UqzLT0ZGWXD9K5npit5Nr,spotify:track:1UqzLT0ZGWXD9K5npit5Nr,https://api.spotify.com/v1/tracks/1UqzLT0ZGWXD9K5npit5Nr,https://api.spotify.com/v1/audio-analysis/1UqzLT0ZGWXD9K5npit5Nr,207594,4,Glorious
452,0.501,0.472,9,-7.658,1,0.0864,0.336,0.0,0.113,0.184,115.089,audio_features,3BRsqgwFC4oluDUkxRY5GC,spotify:track:3BRsqgwFC4oluDUkxRY5GC,https://api.spotify.com/v1/tracks/3BRsqgwFC4oluDUkxRY5GC,https://api.spotify.com/v1/audio-analysis/3BRsqgwFC4oluDUkxRY5GC,247453,4,You
453,0.556,0.632,6,-4.438,1,0.0359,0.196,0.0,0.114,0.152,126.03,audio_features,5klQSk2bLb0U3vnvGJUZf4,spotify:track:5klQSk2bLb0U3vnvGJUZf4,https://api.spotify.com/v1/tracks/5klQSk2bLb0U3vnvGJUZf4,https://api.spotify.com/v1/audio-analysis/5klQSk2bLb0U3vnvGJUZf4,218893,4,Lessenziale
454,0.589,0.694,6,-6.532,1,0.072,0.635,0.0,0.132,0.806,197.126,audio_features,7b1454Qc5V9D6bQskceo6R,spotify:track:7b1454Qc5V9D6bQskceo6R,https://api.spotify.com/v1/tracks/7b1454Qc5V9D6bQskceo6R,https://api.spotify.com/v1/audio-analysis/7b1454Qc5V9D6bQskceo6R,179600,4,Cake to Bake
455,0.535,0.851,5,-5.56,0,0.0489,0.0534,0.0,0.165,0.398,128.02,audio_features,3St8xzBfZyXQ6NMgH1bYQZ,spotify:track:3St8xzBfZyXQ6NMgH1bYQZ,https://api.spotify.com/v1/tracks/3St8xzBfZyXQ6NMgH1bYQZ,https://api.spotify.com/v1/audio-analysis/3St8xzBfZyXQ6NMgH1bYQZ,182751,4,Amazing
456,0.58,0.493,6,-3.53,1,0.0383,0.399,0.0,0.0829,0.256,121.904,audio_features,3XhlY1x0LcIyHpZJB1g6WS,spotify:track:3XhlY1x0LcIyHpZJB1g6WS,https://api.spotify.com/v1/tracks/3XhlY1x0LcIyHpZJB1g6WS,https://api.spotify.com/v1/audio-analysis/3XhlY1x0LcIyHpZJB1g6WS,187653,4,Undo
